,ipnr17,v57,v58,v59,v60,v61,v115,v116,v117,v118,v119,v120,v121,v122,v123,v124,v125,v126,v127,v128,v129,v130,v131,v132,v184,v185,v186,v187,v188,v189,v190,v191,v192,v193,v194,v195,v196,v197,v198,v209,v210,v211,v212,v213,v214,v215,v216,v217,v218,v219,v220,v221,v222,v223,v224
3026,FU239392,Ja,Ja,Nej,Nej,Nej,Ret stor tillid,Nægter at svare,Ikke særlig stor tillid,Ikke særlig stor tillid,Ret stor tillid,Ret stor tillid,Ikke særlig stor tillid,Ret stor tillid,Ret stor tillid,Slet ingen tillid,Ikke særlig stor tillid,Ret stor tillid,Ikke særlig stor tillid,Ret stor tillid,Ikke særlig stor tillid,Ikke særlig stor tillid,Ikke særlig stor tillid,Ikke særlig stor tillid,Hverken godt eller dårligt,5.,5.,5.,6.,Ikke særlig vigtigt,Temmelig vigtigt,Ikke særlig vigtigt,Meget vigtigt,Temmelig vigtigt,Ikke særlig vigtigt,Ikke særlig vigtigt,Ikke særlig vigtigt,Slet ikke vigtigt,5.,Sjældent,Aldrig,Aldrig,Slet ikke,Slet ikke,Slet ikke,Slet ikke,Nægter at svare,Til en vis grad,I mindre grad,Til en vis grad,I mindre grad,Ikke særlig vigtigt,Ikke særlig vigtigt,Nægter at svare,Temmelig vigtigt
3027,FU212401,Ja,Ja,Ja,Ja,Nej,Meget stor tillid,Ret stor tillid,Meget stor tillid,Ret stor tillid,Ret stor tillid,Meget stor tillid,Ret stor tillid,Ret stor tillid,Ret stor tillid,Ret stor tillid,Ret stor tillid,Ret stor tillid,Ved ikke,Ikke særlig stor tillid,Ret stor tillid,Ikke særlig stor tillid,Ret stor tillid,Ret stor tillid,Nægter at svare,4.,7.,5.,4.,Meget vigtigt,Temmelig vigtigt,Ved ikke,Meget vigtigt,Temmelig vigtigt,Temmelig vigtigt,Temmelig vigtigt,Temmelig vigtigt,Temmelig vigtigt,4.,Ved ikke,En eller to gange om ugen,Ved ikke,Til en vis grad,Til en vis grad,Til en vis grad,Til en vis grad,Til en vis grad,I nogen grad,Til en vis grad,I mindre grad,I nogen grad,Ikke særlig vigtigt,Temmelig vigtigt,Temmelig vigtigt,Meget vigtigt
3028,CZ198704,Ja,Ja,Nej,Ja,Nej,Ret stor tillid,Ret stor tillid,Ret stor tillid,Ikke særlig stor tillid,Ret stor tillid,Ret stor tillid,Ret stor tillid,Ikke særlig stor tillid,Ret stor tillid,Ikke særlig stor tillid,Ikke særlig stor tillid,Ret stor tillid,Ret stor tillid,Ret stor tillid,Ikke særlig stor tillid,Ikke særlig stor tillid,Ret stor tillid,Slet ingen tillid,Hverken godt eller dårligt,8.,2.,4.,7.,Ikke særlig vigtigt,Meget vigtigt,Ikke særlig vigtigt,Meget vigtigt,Meget vigtigt,Ikke særlig vigtigt,Ikke særlig vigtigt,Ikke særlig vigtigt,Temmelig vigtigt,9.,Flere gange om ugen,Hver dag,En eller to gange om ugen,I nogen grad,Til en vis grad,I høj grad,I nogen grad,I høj grad,I høj grad,I høj grad,I høj grad,I høj grad,Ikke særlig vigtigt,Ikke særlig vigtigt,Temmelig vigtigt,Meget vigtigt
3029,CZ105881,Nej,Nej,Nej,Nej,Nej,Ikke særlig stor tillid,Ret stor tillid,Ret stor tillid,Ret stor tillid,Ret stor tillid,Ret stor tillid,Ret stor tillid,Ret stor tillid,Ret stor tillid,Ikke særlig stor tillid,Ret stor tillid,Ret stor tillid,Meget stor tillid,Ret stor tillid,Ikke særlig stor tillid,Ikke særlig stor tillid,Ikke særlig stor tillid,Slet ingen tillid,Hverken godt eller dårligt,7.,3.,3.,5.,Ikke særlig vigtigt,Temmelig vigtigt,Ikke særlig vigtigt,Temmelig vigtigt,Temmelig vigtigt,Ikke særlig vigtigt,Ikke særlig vigtigt,Slet ikke vigtigt,Temmelig vigtigt,5.,En eller to gange om ugen,Hver dag,Hver dag,Til en vis grad,Til en vis grad,Til en vis grad,I mindre grad,Slet ikke,I høj grad,I nogen grad,Til en vis grad,Til en vis grad,Ikke særlig vigtigt,Meget vigtigt,Temmelig vigtigt,Temmelig vigtigt
3030,FU416116,Nej,Nej,Nej,Nej,Nej,Ret stor tillid,Ret stor tillid,Ret stor tillid,Ret stor tillid,Meget stor tillid,Ret stor tillid,Ret stor tillid,Ret stor tillid,Ret stor tillid,Slet ingen tillid,Ret stor tillid,Ret stor tillid,Meget stor tillid,Slet ingen tillid,Meget stor tillid,Ret stor tillid,Slet ingen tillid,Ikke særlig stor tillid,Temmelig godt,10. Indvandrere tager ikke jobs fra danskere,9.,9.,4.,Slet ikke vigtigt,Meget vigtigt,Slet ikke vigtigt,Temmelig vigtigt,Temmelig vigtigt,Slet ikke vigtigt,Slet ikke vigtigt,Slet ikke vigtigt,Temmelig vigtigt,6.,Hver dag,Flere gange om ugen,Aldrig,I høj grad,I høj grad,I høj grad,I høj grad,I høj grad,I høj grad,I høj grad,I høj grad,I høj grad,Meget vigtigt,Meget vigtigt,Ikke særlig vigtigt,Meget vigtigt
3031,CZ488490,Nej,Nej,Nej,Nej,Ja,Ret stor tillid,Ikke særlig stor tillid,Ret stor tillid,Ikke særlig stor tillid,Ret stor tillid,Ret stor tillid,Ikke særlig stor tillid,Ikke særlig stor tillid,Ikke særlig stor tillid,Ikke særlig stor tillid,Ret stor tillid,Ret stor tillid,Ret stor tillid,Ikke særlig stor tillid,Ikke særlig stor tillid,Ikke særlig stor tillid,Ikke særlig stor tillid,Slet ingen tillid,Temmelig dårligt,6.,3.,4.,7.,Ikke særlig vigtigt,Temmelig vigtigt,Temmelig vigtigt,Meget vigtigt,Temmelig vigtigt,Ikke særlig vigtigt,Ikke særlig vigtigt,Ikke særlig vigtigt,Temmelig vigtigt,7.,Sjældent,Sjældent,Sjældent,I nogen grad,Til en vis grad,Til en vis grad,Til en vis grad,Til en vis grad,I nogen grad,Til en vis grad,Til en vis grad,I nogen grad,Ikke særlig vigtigt,Meget vigtigt,Ikke særlig vigtigt,Temmelig vigtigt
3032,FU126507,Nej,Nej,Nej,Nej,Nej,Ret stor tillid,Ret stor tillid,Meget stor tillid,Ikke særlig stor tillid,Ikke særlig stor tillid,Ret stor tillid,Ikke særlig stor tillid,Ikke særlig stor tillid,Ikke særlig stor tillid,Ikke særlig stor tillid,Ikke særlig stor tillid,Ret stor tillid,Ikke særlig stor tillid,Ikke særlig stor tillid,Ikke særlig stor tillid,Ikke særlig stor tillid,Ikke særlig stor tillid,Ikke særlig stor tillid,Hverken godt eller dårligt,9.,3.,4.,7.,Meget vigtigt,Meget vigtigt,Ikke særlig vigtigt,Meget vigtigt,Meget vigtigt,Meget vigtigt,Temmelig vigtigt,Ikke særlig vigtigt,Temmelig vigtigt,5.,Aldrig,En eller to gange om ugen,En eller to gange om ugen,I nogen grad,Til en vis grad,Til en vis grad,Til en vis grad,Til en vis grad,I høj grad,I nogen grad,Til en vis grad,I nogen grad,Temmelig vigtigt,Meget vigtigt,Temmelig vigtigt,Meget vigtigt
3033,FU636814,Nej,Ja,Nej,Nej,Nej,Ikke særlig stor tillid,Ret stor tillid,Ret stor tillid,Ret stor tillid,Ret stor tillid,Ikke særlig stor tillid,Ret stor tillid,Ret stor tillid,Ret stor tillid,Ret stor tillid,Ret stor tillid,Ret stor tillid,Ret stor tillid,Ikke særlig stor tillid,Ret stor tillid,Ret stor tillid,Ikke særlig stor tillid,Ikke særlig stor tillid,Hverken godt eller dårligt,8.,5.,4.,9.,Ikke særlig vigtigt,Temmelig vigtigt,Temmelig vigtigt,Meget vigtigt,Temmelig vigtigt,Ikke særlig vigtigt,Temmelig vigtigt,Slet ikke vigtigt,Temmelig vigtigt,3.,Aldrig,Sjældent,Flere gange om ugen,I nogen grad,I mindre grad,I mindre grad,I mindre grad,I mindre grad,I mindre grad,I mindre grad,I mindre grad,I mindre grad,Temmelig vigtigt,Temmelig vigtigt,Temmelig vigtigt,Temmelig vigtigt
3034,FU467839,Nej,Nej,Nej,Nej,Nej,Slet ingen tillid,Ikke særlig stor tillid,Ikke særlig stor tillid,Ret stor tillid,Ret stor tillid,Ret stor tillid,Ret stor tillid,Ret stor tillid,Ret stor tillid,Ikke særlig stor tillid,Ikke særlig stor tillid,Ret stor tillid,Ret stor tillid,Ikke særlig stor tillid,Slet ingen tillid,Ret stor tillid,Ret stor tillid,Ikke særlig stor tillid,Hverken godt eller dårligt,7.,5.,5.,8.,Slet ikke vigtigt,Meget vigtigt,Slet ikke vigtigt,Temmelig vigtigt,Temmelig vigtigt,Slet ikke vigtigt,Slet ikke vigtigt,Slet ikke vigtigt,Temmelig vigtigt,8.,Sjældent,Sjældent,Sjældent,Slet ikke,Slet ikke,Slet ikke,Slet ikke,Slet ikke,Slet ikke,Slet ikke,Slet ikke,Slet ikke,Ikke særlig vigtigt,Meget vigtigt,Meget vigtigt,Meget vigtigt
3035,CZ365654,Nej,Nægter at svare,Nej,Nej,Nej,Ikke særlig stor tillid,Ret stor tillid,Ret stor tillid,Ikke særlig stor tillid,Meget stor tillid,Ret stor tillid,Ret stor tillid,Ret stor tillid,Ret stor tillid,Ret stor tillid,Ret stor tillid,Ret stor tillid,Ret stor tillid,Ret stor tillid,Ret stor tillid,Ret stor tillid,Ret stor tillid,Ikke særlig stor tillid,Hverken godt eller dårligt,5.,5.,4.,5.,Ikke særlig vigtigt,Meget vigtigt,Ikke særlig vigtigt,Temmelig vigtigt,Temmelig vigtigt,Ikke særlig vigtigt,Ikke særlig vigtigt,Slet ikke vigtigt,Temmelig vigtigt,6.,Flere gange om ugen,Sjældent,Flere gange om ugen,Til en vis grad,Til en vis grad,I nogen grad,Til en vis grad,Til en vis grad,I høj grad,Til en vis grad,Til en vis grad,Til en vis grad,Ikke særlig vigtigt,Meget vigtigt,Ikke særlig vigtigt,Meget vigtigt
3036,CZ758490,Nej,Nej,Nej,Nej,Nej,Ret stor tillid,Meget stor tillid,Ikke særlig stor tillid,Ikke særlig stor tillid,Ikke særlig stor tillid,Ikke særlig stor tillid,Ikke særlig stor tillid,Ikke særlig stor tillid,Ikke særlig stor tillid,Ikke særlig stor tillid,Ikke særlig stor tillid,Ikke særlig stor tillid,Ikke særlig stor tillid,Ikke særlig stor tillid,Ikke særlig stor tillid,Ikke særlig stor tillid,Ikke særlig stor tillid,Slet ingen tillid,Meget dårligt,2.,1. Indvandrere gør problemerne med kriminalitet værre,1. Indvandrere belaster velfærdssystemet,3.,Temmelig vigtigt,Meget vigtigt,Ikke særlig vigtigt,Temmelig vigtigt,Meget vigtigt,Ikke særlig vigtigt,Temmelig vigtigt,Slet ikke vigtigt,Temmelig vigtigt,5.,Sjældent,Aldrig,Sjældent,I nogen grad,Til en vis grad,Til en vis grad,I mindre grad,I mindre grad,I høj grad,Til en vis grad,Til en vis grad,I høj grad,Meget vigtigt,Meget vigtigt,Ikke særlig vigtigt,Meget vigtigt
3037,CZ126507,Nej,Nej,Nej,Nej,Nej,Ikke særlig stor tillid,Ret stor tillid,Ret stor tillid,Ikke særlig stor tillid,Ret stor tillid,Ret stor tillid,Ret stor tillid,Ikke særlig stor tillid,Ret stor tillid,Ret stor tillid,Ret stor tillid,Meget stor tillid,Meget stor tillid,Ret stor tillid,Ret stor tillid,Ikke særlig stor tillid,Ret stor tillid,Ikke særlig stor tillid,Hverken godt eller dårligt,5.,5.,5.,7.,Ikke særlig vigtigt,Temmelig vigtigt,Ikke særlig vigtigt,Temmelig vigtigt,Temmelig vigtigt,Ikke særlig vigtigt,Ikke særlig vigtigt,Slet ikke vigtigt,Temmelig vigtigt,5.,En eller to gange om ugen,En eller to gange om ugen,Aldrig,Til en vis grad,Til en vis grad,Til en vis grad,I mindre grad,Til en vis grad,Til en vis grad,Til en vis grad,I mindre grad,Til en vis grad,Temmelig vigtigt,Temmelig vigtigt,Temmelig vigtigt,Meget vigtigt
3038,CZ180874,Ja,Ja,Nej,Nej,Ja,Ikke særlig stor tillid,Ret stor tillid,Ret stor tillid,Ikke særlig stor tillid,Ret stor tillid,Ret stor tillid,Ikke særlig stor tillid,Ret stor tillid,Ret stor tillid,Ikke særlig stor tillid,Ikke særlig stor tillid,Ret stor tillid,Ret stor tillid,Ikke særlig stor tillid,Ikke særlig stor tillid,Ikke særlig stor tillid,Ikke særlig stor tillid,Ikke særlig stor tillid,Temmelig dårligt,10. Indvandrere tager ikke jobs fra danskere,4.,5.,6.,Ikke særlig vigtigt,Meget vigtigt,Slet ikke vigtigt,Temmelig vigtigt,Temmelig vigtigt,Ikke særlig vigtigt,Slet ikke vigtigt,Ikke særlig vigtigt,Temmelig vigtigt,5.,Flere gange om ugen,Flere gange om ugen,Flere gange om ugen,Til en vis grad,Til en vis grad,Til en vis grad,I mindre grad,I mindre grad,Til en vis grad,Til en vis grad,Til en vis grad,Til en vis grad,Ikke særlig vigtigt,Temmelig vigtigt,Temmelig vigtigt,Temmelig vigtigt
3039,CZ712858,Ja,Ja,Nej,Ja,Ja,Ret stor tillid,Ret stor tillid,Ret stor tillid,Ret stor tillid,Ret stor tillid,Meget stor tillid,Meget stor tillid,Ret stor tillid,Ret stor tillid,Ikke særlig stor tillid,Ret stor tillid,Meget stor tillid,Meget stor tillid,Ikke særlig stor tillid,Ret stor tillid,Ret stor tillid,Ret stor tillid,Ikke særlig stor tillid,Temmelig godt,5.,5.,2.,8.,Ikke særlig vigtigt,Meget vigtigt,Ikke særlig vigtigt,Temmelig vigtigt,Meget vigtigt,Ikke særlig vigtigt,Ikke særlig vigtigt,Slet ikke vigtigt,Meget vigtigt,5.,Sjældent,Aldrig,Sjældent,Til en vis grad,Til en vis grad,I høj grad,I høj grad,I høj grad,I høj grad,I høj grad,I høj grad,I høj grad,Temmelig vigtigt,Meget vigtigt,Temmelig vigtigt,Meget vigtigt
3040,FU652921,Nej,Ja,Nej,Nej,Nej,Ikke særlig stor tillid,Ret stor tillid,Ret stor tillid,Ikke særlig stor tillid,Ikke særlig stor tillid,Ret stor tillid,Ikke særlig stor tillid,Ikke særlig stor tillid,Ret stor tillid,Ret stor tillid,Ret stor tillid,Ret stor tillid,Ret stor tillid,Ikke særlig stor tillid,Ret stor tillid,Ikke særlig stor tillid,Ret stor tillid,Ikke særlig stor tillid,Temmelig dårligt,6.,3.,5.,6.,Ikke særlig vigtigt,Meget vigtigt,Ikke særlig vigtigt,Temmelig vigtigt,Temmelig vigtigt,Temmelig vigtigt,Ikke særlig vigtigt,Slet ikke vigtigt,Ikke særlig vigtigt,5.,En eller to gange om ugen,En eller to gange om ugen,Flere gange om ugen,I mindre grad,I mindre grad,I nogen grad,I nogen grad,I høj grad,I nogen grad,Til en vis grad,Til en vis grad,I høj grad,Slet ikke vigtigt,Meget vigtigt,Temmelig vigtigt,Meget vigtigt
3041,FU572032,Ja,Nej,Nej,Nej,Ja,Ikke særlig stor tillid,Ret stor tillid,Meget stor tillid,Ret stor tillid,Ret stor tillid,Ret stor tillid,Meget stor tillid,Ret stor tillid,Ret stor tillid,Ret stor tillid,Meget stor tillid,Meget stor tillid,Meget stor tillid,Ikke særlig stor tillid,Ret stor tillid,Ret stor tillid,Meget stor tillid,Ret stor tillid,Temmelig dårligt,8.,6.,4.,7.,Temmelig vigtigt,Meget vigtigt,Temmelig vigtigt,Meget vigtigt,Temmelig vigtigt,Temmelig vigtigt,Temmelig vigtigt,Ikke særlig vigtigt,Temmelig vigtigt,8.,Sjældent,Sjældent,Sjældent,I nogen grad,I nogen grad,I nogen grad,Til en vis grad,Til en vis grad,I nogen grad,I nogen grad,Til en vis grad,I nogen grad,Temmelig vigtigt,Temmelig vigtigt,Temmelig vigtigt,Meget vigtigt
3042,CZ752177,Nej,Nej,Nej,Nej,Nej,Ret stor tillid,Ikke særlig stor tillid,Ikke særlig stor tillid,Slet ingen tillid,Ikke særlig stor tillid,Ret stor tillid,Ikke særlig stor tillid,Ikke særlig stor tillid,Slet ingen tillid,Ret stor tillid,Ikke særlig stor tillid,Slet ingen tillid,Ret stor tillid,Ikke særlig stor tillid,Ikke særlig stor tillid,Slet ingen tillid,Slet ingen tillid,Slet ingen tillid,Temmelig dårligt,1. Indvandrere tager jobs fra danskere,1. Indvandrere gør problemerne med kriminalitet værre,1. Indvandrere belaster velfærdssystemet,"10. Samfundet er bedst tjent med, at indvandrere ikke fastholder deres skikke og",Ikke særlig vigtigt,Meget vigtigt,Ikke særlig vigtigt,Meget vigtigt,Meget vigtigt,Meget vigtigt,Meget vigtigt,Ikke særlig vigtigt,Meget vigtigt,10. Udvidelsen er gået for vidt,Sjældent,Hver dag,Aldrig,Slet ikke,Slet ikke,Til en vis grad,Til en vis grad,I mindre grad,I nogen grad,I nogen grad,Til en vis grad,I høj grad,Temmelig vigtigt,Meget vigtigt,Meget vigtigt,Meget vigtigt
3043,CZ439277,Ja,Nej,Nej,Nej,Nej,Meget stor tillid,Meget stor tillid,Meget stor tillid,Ikke særlig stor tillid,Ikke særlig stor tillid,Ikke særlig stor tillid,Ret stor tillid,Ikke særlig stor tillid,Ikke særlig stor tillid,Ikke særlig stor tillid,Meget stor tillid,Ret stor tillid,Meget stor tillid,Ret stor tillid,Ret stor tillid,Ikke særlig stor tillid,Ret stor tillid,Ret stor tillid,Temmelig dårligt,7.,3.,7.,9.,Temmelig vigtigt,Meget vigtigt,Temmelig vigtigt,Temmelig vigtigt,Meget vigtigt,Ikke særlig vigtigt,Temmelig vigtigt,Temmelig vigtigt,Ikke særlig vigtigt,10. Udvidelsen er gået for vidt,Aldrig,Aldrig,Sjældent,I mindre grad,Til en vis grad,I nogen grad,I mindre grad,Til en vis grad,I høj grad,Til en vis grad,I mindre grad,I høj grad,Temmelig vigtigt,Temmelig vigtigt,Slet ikke vigtigt,Meget vigtigt
3044,FU455878,Ja,Nej,Nej,Nej,Nej,Ret stor tillid,Ikke særlig stor tillid,Ikke særlig stor tillid,Ikke særlig stor tillid,Ret stor tillid,Meget stor tillid,Ikke særlig stor tillid,Slet ingen tillid,Ikke særlig stor tillid,Slet ingen tillid,Ret stor tillid,Ikke særlig stor tillid,Ikke særlig stor tillid,Slet ingen tillid,Ret stor tillid,Slet ingen tillid,Slet ingen tillid,Ikke særlig stor tillid,Temmelig dårligt,2.,2.,2.,9.,Meget vigtigt,Meget vigtigt,Temmelig vigtigt,Meget vigtigt,Temmelig vigtigt,Meget vigtigt,Temmelig vigtigt,Ikke særlig vigtigt,Temmelig vigtigt,10. Udvidelsen er gået for vidt,Sjældent,Flere gange om ugen,Flere gange om ugen,Til en vis grad,Til en vis grad,I nogen grad,I mindre grad,Til en vis grad,I nogen grad,I nogen grad,I mindre grad,I høj grad,Temmelig vigtigt,Meget vigtigt,Ikke særlig vigtigt,Meget vigtigt
3045,CZ294692,Ja,Ja,Nej,Ja,Nej,Ret stor tillid,Ret stor tillid,Ret stor tillid,Ikke særlig stor tillid,Ret stor tillid,Meget stor tillid,Meget stor tillid,Ret stor tillid,Ret stor tillid,Meget stor tillid,Meget stor tillid,Ret stor tillid,Meget stor tillid,Ikke særlig stor tillid,Ret stor tillid,Ikke særlig stor tillid,Ikke særlig stor tillid,Slet ingen tillid,Temmelig godt,9.,5.,6.,6.,Slet ikke vigtigt,Meget vigtigt,Slet ikke vigtigt,Temmelig vigtigt,Temmelig vigtigt,Slet ikke vigtigt,Slet ikke vigtigt,Slet ikke vigtigt,Temmelig vigtigt,4.,Flere gange om ugen,Hver dag,Flere gange om ugen,I høj grad,I høj grad,I høj grad,I høj grad,I nogen grad,I høj grad,I høj grad,I høj grad,I høj grad,Temmelig vigtigt,Temmelig vigtigt,Ikke særlig vigtigt,Temmelig vigtigt
3046,FU191715,Ja,Nej,Nej,Nej,Nej,Slet ingen tillid,Ret stor tillid,Ikke særlig stor tillid,Ikke særlig stor tillid,Ret stor tillid,Meget stor tillid,Slet ingen tillid,Ikke særlig stor tillid,Ikke særlig stor tillid,Ikke særlig stor tillid,Ret stor tillid,Ret stor tillid,Meget stor tillid,Ret stor tillid,Ret stor tillid,Ikke særlig stor tillid,Slet ingen tillid,Ikke særlig stor tillid,Meget godt,10. Indvandrere tager ikke jobs fra danskere,10. Indvandrere gør ikke problemerne med kriminalitet værre,10. Indvandrere belaster ikke velfærdssystemet,2.,Slet ikke vigtigt,Meget vigtigt,Slet ikke vigtigt,Temmelig vigtigt,Ikke særlig vigtigt,Slet ikke vigtigt,Slet ikke vigtigt,Slet ikke vigtigt,Ikke særlig vigtigt,5.,En eller to gange om ugen,Hver dag,Hver dag,I høj grad,I høj grad,I høj grad,I høj grad,I høj grad,I høj grad,I høj grad,I høj grad,I høj grad,Temmelig vigtigt,Meget vigtigt,Temmelig vigtigt,Meget vigtigt
3047,CZ828287,Ja,Ja,Nej,Nej,Nej,Ret stor tillid,Ret stor tillid,Ret stor tillid,Ikke særlig stor tillid,Ret stor tillid,Meget stor tillid,Ret stor tillid,Ret stor tillid,Ret stor tillid,Ret stor tillid,Ret stor tillid,Ret stor tillid,Meget stor tillid,Ret stor tillid,Ikke særlig stor tillid,Ret stor tillid,Ikke særlig stor tillid,Ikke særlig stor tillid,Hverken godt eller dårligt,5.,5.,4.,8.,Ikke særlig vigtigt,Meget vigtigt,Ikke særlig vigtigt,Meget vigtigt,Meget vigtigt,Ikke særlig vigtigt,Ikke særlig vigtigt,Ikke særlig vigtigt,Meget vigtigt,7.,Aldrig,Aldrig,En eller to gange om ugen,Til en vis grad,Til en vis grad,Til en vis grad,Til en vis grad,Til en vis grad,Til en vis grad,Til en vis grad,Til en vis grad,Til en vis grad,Ikke særlig vigtigt,Meget vigtigt,Temmelig vigtigt,Meget vigtigt
3048,CZ497530,Nej,Ja,Nej,Nej,Ja,Slet ingen tillid,Ret stor tillid,Ikke særlig stor tillid,Ikke særlig stor tillid,Ikke særlig stor tillid,Meget stor tillid,Slet ingen tillid,Ikke særlig stor tillid,Ret stor tillid,Slet ingen tillid,Slet ingen tillid,Ikke særlig stor tillid,Ikke særlig stor tillid,Ikke særlig stor tillid,Ret stor tillid,Slet ingen tillid,Slet ingen tillid,Ikke særlig stor tillid,Meget dårligt,3.,1. Indvandrere gør problemerne med kriminalitet værre,1. Indvandrere belaster velfærdssystemet,8.,Ikke særlig vigtigt,Meget vigtigt,Ikke særlig vigtigt,Meget vigtigt,Temmelig vigtigt,Ikke særlig vigtigt,Ikke særlig vigtigt,Slet ikke vigtigt,Temmelig vigtigt,10. Udvidelsen er gået for vidt,Aldrig,Aldrig,Sjældent,I høj grad,I høj grad,I høj grad,Til en vis grad,Til en vis grad,I høj grad,I høj grad,Til en vis grad,I høj grad,Ikke særlig vigtigt,Meget vigtigt,Temmelig vigtigt,Temmelig vigtigt
3049,CZ453935,Nej,Nej,Nej,Nej,Nej,Ret stor tillid,Ret stor tillid,Meget stor tillid,Ikke særlig stor tillid,Ret stor tillid,Meget stor tillid,Ret stor tillid,Ret stor tillid,Ret stor tillid,Meget stor tillid,Ret stor tillid,Meget stor tillid,Ret stor tillid,Ikke særlig stor tillid,Ikke særlig stor tillid,Ikke særlig stor tillid,Ret stor tillid,Slet ingen tillid,Hverken godt eller dårligt,9.,4.,3.,8.,Temmelig vigtigt,Meget vigtigt,Ikke særlig vigtigt,Meget vigtigt,Temmelig vigtigt,Meget vigtigt,Temmelig vigtigt,Ikke særlig vigtigt,Ikke særlig vigtigt,7.,Flere gange om ugen,En eller to gange om ugen,Sjældent,I mindre grad,I mindre grad,I nogen grad,Til en vis grad,I nogen grad,I nogen grad,I nogen grad,I nogen grad,I høj grad,Ikke særlig vigtigt,Meget vigtigt,Meget vigtigt,Ikke særlig vigtigt
3050,FU814580,Nej,Nej,Nej,Nej,Nej,Ret stor tillid,Ret stor tillid,Ret stor tillid,Ikke særlig stor tillid,Ret stor tillid,Meget stor tillid,Ikke særlig stor tillid,Ret stor tillid,Ret stor tillid,Ret stor tillid,Ret stor tillid,Ret stor tillid,Ret stor tillid,Ret stor tillid,Ret stor tillid,Ikke særlig stor tillid,Ikke særlig stor tillid,Ikke særlig stor tillid,Hverken godt eller dårligt,9.,3.,4.,5.,Meget vigtigt,Meget vigtigt,Temmelig vigtigt,Meget vigtigt,Meget vigtigt,Temmelig vigtigt,Temmelig vigtigt,Ikke særlig vigtigt,Temmelig vigtigt,4.,Sjældent,Aldrig,En eller to gange om ugen,I nogen grad,I mindre grad,Til en vis grad,Til en vis grad,I nogen grad,I høj grad,Til en vis grad,Til en vis grad,I nogen grad,Ikke særlig vigtigt,Meget vigtigt,Meget vigtigt,Temmelig vigtigt
3051,FU211330,Ja,Nej,Nej,Nej,Nej,Ret stor tillid,Ret stor tillid,Ret stor tillid,Ikke særlig stor tillid,Ret stor tillid,Ret stor tillid,Ret stor tillid,Ret stor tillid,Ret stor tillid,Ret stor tillid,Ret stor tillid,Ret stor tillid,Ret stor tillid,Meget stor tillid,Ret stor tillid,Ikke særlig stor tillid,Ret stor tillid,Ikke særlig stor tillid,Hverken godt eller dårligt,6.,6.,6.,7.,Ikke særlig vigtigt,Meget vigtigt,Ikke særlig vigtigt,Meget vigtigt,Meget vigtigt,Ikke særlig vigtigt,Ikke særlig vigtigt,Ikke særlig vigtigt,Meget vigtigt,5.,Aldrig,Aldrig,Sjældent,I nogen grad,I nogen grad,I høj grad,I nogen grad,I høj grad,I høj grad,I høj grad,I nogen grad,I høj grad,Ikke særlig vigtigt,Meget vigtigt,Meget vigtigt,Meget vigtigt
