idno,cntry,ppltrst,trstprl,trstlgl,trstplc,trstplt,trstprt,trstep,trstun,prtvtddk,gndr,agea,edlvddk,infqbst,grspnum,region
91652,DK,9,9,10,10,6,6,7,8,Alternativet - The Alternative,Male,60,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",Monthly,37000,Syddanmark
91684,DK,8,7,7,8,6,6,5,6,"Venstre, Danmarks Liberale Parti - The Liberal Party",Male,40,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",Monthly,30000,Syddanmark
91727,DK,9,6,10,9,7,9,7,7,Kristendemokraterne - Christian Democrats,Male,51,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",Monthly,30000,Sjælland
91790,DK,5,4,4,6,3,3,4,4,,Female,56,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",Monthly,32000,Syddanmark
91877,DK,7,8,8,7,7,6,6,7,"Venstre, Danmarks Liberale Parti - The Liberal Party",Male,57,"Kort videregående uddannelse af op til 2-3 års varighed, F.eks. Erhvervsakadem",Monthly,67000,Midtjylland
91949,DK,4,5,4,8,2,5,2,3,Dansk Folkeparti - Danish People's Party,Male,73,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",Monthly,,Sjælland
91969,DK,10,9,10,10,7,8,6,8,Socialdemokratiet - The Social democrats,Female,41,"Lang videregående uddannelse. Kandidatuddannelser af 5.-6. års varighed, F.eks",Monthly,51000,Midtjylland
91992,DK,4,8,4,9,4,5,6,8,Dansk Folkeparti - Danish People's Party,Male,29,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",Monthly,35000,Syddanmark
92063,DK,1,0,1,4,0,2,1,2,Socialdemokratiet - The Social democrats,Male,46,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",Monthly,48500,Sjælland
92064,DK,6,6,9,9,3,2,3,4,"Venstre, Danmarks Liberale Parti - The Liberal Party",Male,41,"Lang videregående uddannelse. Kandidatuddannelser af 5.-6. års varighed, F.eks",Monthly,57400,Midtjylland
92102,DK,7,6,9,9,6,6,,,Enhedslisten - Unity List - The Red-Green Alliance,Male,28,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",Monthly,,Syddanmark
92272,DK,6,6,7,7,5,5,6,7,,Female,16,Folkeskole 9.-10. klasse,,,Midtjylland
92275,DK,9,8,10,10,7,7,5,9,Dansk Folkeparti - Danish People's Party,Female,31,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",Monthly,20000,Syddanmark
92301,DK,8,7,5,9,4,4,7,8,Socialdemokratiet - The Social democrats,Female,42,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",Monthly,30000,Syddanmark
92314,DK,8,9,10,10,7,3,6,9,"Venstre, Danmarks Liberale Parti - The Liberal Party",Male,50,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",Annual,550000,Sjælland
92337,DK,8,8,8,8,5,5,6,8,"Venstre, Danmarks Liberale Parti - The Liberal Party",Male,68,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",Monthly,,Sjælland
92394,DK,9,9,10,9,7,7,8,9,"Venstre, Danmarks Liberale Parti - The Liberal Party",Male,65,Universitetsbachelor. 1. del af kandidatuddannelse,Monthly,,Sjælland
92487,DK,8,8,10,6,6,8,8,9,Socialdemokratiet - The Social democrats,Male,69,"Kort erhvervsuddannelse under 1-2 års varighed, F.eks. AMU Arbejdsmarkedsuddann",Monthly,,Nordjylland
92553,DK,7,8,8,9,7,7,7,8,"Venstre, Danmarks Liberale Parti - The Liberal Party",Female,39,"Lang videregående uddannelse. Kandidatuddannelser af 5.-6. års varighed, F.eks",Monthly,38000,Hovedstaden
92559,DK,6,4,6,6,5,5,5,5,Dansk Folkeparti - Danish People's Party,Male,52,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",Monthly,36000,Syddanmark
92635,DK,8,7,8,8,6,7,7,7,Det Konservative Folkeparti - Conservative People's Party,Male,47,"Lang videregående uddannelse. Kandidatuddannelser af 5.-6. års varighed, F.eks",Monthly,50000,Midtjylland
92691,DK,4,7,8,10,5,7,8,8,,Female,20,"Gymnasielle uddannelser, studentereksamen, HF, HHX, HTX",,,Midtjylland
92734,DK,7,5,6,6,3,4,5,6,Enhedslisten - Unity List - The Red-Green Alliance,Female,23,"Gymnasielle uddannelser, studentereksamen, HF, HHX, HTX",Monthly,,Midtjylland
92768,DK,9,9,10,10,7,8,9,10,Alternativet - The Alternative,Female,26,"Lang videregående uddannelse. Kandidatuddannelser af 5.-6. års varighed, F.eks",Monthly,,Hovedstaden
92798,DK,7,7,8,8,7,6,8,8,"Venstre, Danmarks Liberale Parti - The Liberal Party",Female,24,Universitetsbachelor. 1. del af kandidatuddannelse,Monthly,14000,Sjælland
92807,DK,6,3,3,3,2,2,2,3,"Venstre, Danmarks Liberale Parti - The Liberal Party",Female,43,"Kort erhvervsuddannelse under 1-2 års varighed, F.eks. AMU Arbejdsmarkedsuddann",Monthly,,Nordjylland
92824,DK,8,1,10,10,0,1,4,8,Det Konservative Folkeparti - Conservative People's Party,Male,26,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",Monthly,29500,Hovedstaden
93017,DK,10,10,5,10,7,5,3,10,,Female,31,"Kort erhvervsuddannelse under 1-2 års varighed, F.eks. AMU Arbejdsmarkedsuddann",,0,Syddanmark
93056,DK,7,7,8,9,5,6,5,8,"Venstre, Danmarks Liberale Parti - The Liberal Party",Male,45,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",Monthly,62000,Midtjylland
93065,DK,8,6,8,8,4,4,8,7,,Male,17,Folkeskole 9.-10. klasse,,,Midtjylland
93117,DK,9,8,10,9,6,5,4,8,Det Radikale Venstre - The Radical Liberal Party,Male,62,"Lang videregående uddannelse. Kandidatuddannelser af 5.-6. års varighed, F.eks",Monthly,50000,Midtjylland
93178,DK,8,9,10,8,6,6,6,9,Det Radikale Venstre - The Radical Liberal Party,Female,48,"Forskeruddannelse. Ph.d., doktor",Monthly,47000,Syddanmark
93221,DK,8,7,9,8,8,7,7,8,"Venstre, Danmarks Liberale Parti - The Liberal Party",Female,43,"Kort videregående uddannelse af op til 2-3 års varighed, F.eks. Erhvervsakadem",Monthly,32000,Syddanmark
93276,DK,5,7,8,8,5,5,5,5,,Male,37,Folkeskole 9.-10. klasse,,20000,Midtjylland
93384,DK,10,2,8,8,4,4,5,5,,Male,38,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",Monthly,,Nordjylland
93417,DK,5,8,6,7,3,5,8,10,Socialdemokratiet - The Social democrats,Male,39,"Lang videregående uddannelse. Kandidatuddannelser af 5.-6. års varighed, F.eks",Monthly,50000,Midtjylland
93488,DK,7,6,10,10,4,4,4,5,,Female,38,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",Monthly,27000,Syddanmark
93516,DK,9,5,8,5,5,5,5,,Dansk Folkeparti - Danish People's Party,Male,40,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",Weekly,8000,Sjælland
93567,DK,7,6,4,5,5,5,6,6,,Male,19,Folkeskole 9.-10. klasse,Weekly,3000,Syddanmark
93571,DK,5,1,3,4,3,5,2,,Dansk Folkeparti - Danish People's Party,Male,53,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",Monthly,,Nordjylland
93640,DK,8,9,9,10,7,7,7,7,"Venstre, Danmarks Liberale Parti - The Liberal Party",Male,72,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",Monthly,,Midtjylland
93707,DK,9,10,10,10,8,8,2,10,SF Socialistisk Folkeparti - Socialist People's Party,Female,58,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",Monthly,31200,Sjælland
93748,DK,7,2,9,10,2,3,3,6,,Male,47,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",Annual,450000,Sjælland
93766,DK,9,8,9,9,6,6,6,7,"Venstre, Danmarks Liberale Parti - The Liberal Party",Female,54,"Lang videregående uddannelse. Kandidatuddannelser af 5.-6. års varighed, F.eks",Monthly,99999,Midtjylland
93939,DK,6,8,6,9,9,8,5,7,,Male,15,Folkeskole 6.-8. klasse,,,Midtjylland
94016,DK,8,8,10,9,8,8,8,8,SF Socialistisk Folkeparti - Socialist People's Party,Male,71,Licentiat,Monthly,,Hovedstaden
94043,DK,4,5,8,5,4,4,4,4,Det Radikale Venstre - The Radical Liberal Party,Male,26,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",Monthly,38000,Nordjylland
94092,DK,7,3,,7,2,2,2,2,Enhedslisten - Unity List - The Red-Green Alliance,Male,51,"Gymnasielle uddannelser, studentereksamen, HF, HHX, HTX",Monthly,,Nordjylland
94120,DK,8,6,9,8,7,7,7,8,Socialdemokratiet - The Social democrats,Female,73,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",Monthly,,Hovedstaden
94168,DK,7,6,5,5,5,6,6,7,,Male,45,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",Annual,585000,Hovedstaden
94216,DK,8,8,8,8,6,6,6,6,"Venstre, Danmarks Liberale Parti - The Liberal Party",Female,70,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",Monthly,,Hovedstaden
94224,DK,9,8,7,9,6,8,6,7,Socialdemokratiet - The Social democrats,Female,68,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",Monthly,,Syddanmark
94230,DK,8,6,8,9,6,7,6,7,"Venstre, Danmarks Liberale Parti - The Liberal Party",Male,42,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",Monthly,65000,Midtjylland
94233,DK,8,4,8,8,3,3,2,4,"Venstre, Danmarks Liberale Parti - The Liberal Party",Male,44,"Kort videregående uddannelse af op til 2-3 års varighed, F.eks. Erhvervsakadem",Monthly,57000,Syddanmark
94295,DK,8,8,9,8,7,6,8,8,Socialdemokratiet - The Social democrats,Male,67,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",Monthly,,Sjælland
94327,DK,7,8,9,9,7,7,7,9,SF Socialistisk Folkeparti - Socialist People's Party,Female,37,"Kort videregående uddannelse af op til 2-3 års varighed, F.eks. Erhvervsakadem",Monthly,17600,Syddanmark
94369,DK,10,7,10,8,7,10,8,9,Enhedslisten - Unity List - The Red-Green Alliance,Male,42,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",Weekly,10000,Sjælland
94382,DK,8,6,9,9,4,5,3,7,Socialdemokratiet - The Social democrats,Male,63,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",Monthly,,Syddanmark
94383,DK,9,2,8,7,3,4,3,5,Enhedslisten - Unity List - The Red-Green Alliance,Female,65,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",Monthly,,Sjælland
94428,DK,8,7,8,8,7,6,6,8,,Male,16,Folkeskole 9.-10. klasse,Monthly,1300,Midtjylland
94437,DK,9,3,6,9,2,2,2,5,Alternativet - The Alternative,Female,40,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",Monthly,,Sjælland
94498,DK,8,6,5,5,5,6,6,9,Dansk Folkeparti - Danish People's Party,Female,33,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",Monthly,21000,Sjælland
94557,DK,5,0,6,0,5,10,10,5,Socialdemokratiet - The Social democrats,Male,59,"Kort videregående uddannelse af op til 2-3 års varighed, F.eks. Erhvervsakadem",Monthly,,Midtjylland
94558,DK,8,8,5,8,5,6,8,2,"Venstre, Danmarks Liberale Parti - The Liberal Party",Female,74,"Kort videregående uddannelse af op til 2-3 års varighed, F.eks. Erhvervsakadem",Monthly,,Nordjylland
94595,DK,7,9,9,9,7,7,7,5,SF Socialistisk Folkeparti - Socialist People's Party,Male,52,"Lang videregående uddannelse. Kandidatuddannelser af 5.-6. års varighed, F.eks",Monthly,75000,Nordjylland
94617,DK,7,6,8,8,6,4,5,,Socialdemokratiet - The Social democrats,Male,72,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",Monthly,,Hovedstaden
94655,DK,5,5,5,7,3,3,3,5,Socialdemokratiet - The Social democrats,Female,78,Folkeskole 9.-10. klasse,Monthly,,Nordjylland
94703,DK,8,8,10,10,7,7,5,7,Det Konservative Folkeparti - Conservative People's Party,Male,51,"Kort videregående uddannelse af op til 2-3 års varighed, F.eks. Erhvervsakadem",Monthly,50000,Sjælland
94714,DK,9,8,9,5,7,6,,8,Socialdemokratiet - The Social democrats,Male,66,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",Monthly,13000,Syddanmark
94769,DK,8,7,8,8,8,8,6,9,Socialdemokratiet - The Social democrats,Female,64,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",Monthly,,Sjælland
94808,DK,8,7,8,8,5,5,5,8,"Venstre, Danmarks Liberale Parti - The Liberal Party",Female,77,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",Monthly,,Hovedstaden
94869,DK,5,5,8,9,5,5,1,5,Socialdemokratiet - The Social democrats,Male,86,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",Monthly,,Syddanmark
94930,DK,9,9,9,10,,7,5,8,"Venstre, Danmarks Liberale Parti - The Liberal Party",Male,81,"Lang videregående uddannelse. Kandidatuddannelser af 5.-6. års varighed, F.eks",,,Midtjylland
95093,DK,9,5,8,8,5,5,7,8,Socialdemokratiet - The Social democrats,Female,43,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",Monthly,30000,Hovedstaden
95134,DK,7,6,8,7,6,5,5,6,Enhedslisten - Unity List - The Red-Green Alliance,Male,24,"Lang videregående uddannelse. Kandidatuddannelser af 5.-6. års varighed, F.eks",Monthly,29000,Midtjylland
95182,DK,8,8,10,10,7,7,4,6,Socialdemokratiet - The Social democrats,Female,62,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",Monthly,35000,Nordjylland
95209,DK,9,7,8,8,6,6,3,2,Socialdemokratiet - The Social democrats,Male,52,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",Monthly,30000,Sjælland
95230,DK,8,8,5,9,5,5,8,,,Female,63,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",Monthly,,Hovedstaden
95233,DK,7,7,8,8,7,6,6,7,"Venstre, Danmarks Liberale Parti - The Liberal Party",Female,59,"Gymnasielle uddannelser, studentereksamen, HF, HHX, HTX",Monthly,35000,Nordjylland
95310,DK,8,7,9,9,5,6,5,7,Liberal Alliance - Liberal Alliance,Male,49,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",Monthly,65000,Midtjylland
95337,DK,2,4,6,4,5,,5,5,,Male,22,Folkeskole 9.-10. klasse,Weekly,4000,Sjælland
95359,DK,6,5,6,8,4,4,6,6,"Venstre, Danmarks Liberale Parti - The Liberal Party",Male,20,"Gymnasielle uddannelser, studentereksamen, HF, HHX, HTX",,,Midtjylland
95520,DK,7,8,9,9,4,3,5,5,,Male,19,"Gymnasielle uddannelser, studentereksamen, HF, HHX, HTX",Annual,15000,Syddanmark
95587,DK,7,6,9,9,5,5,5,7,Socialdemokratiet - The Social democrats,Female,52,"Kort videregående uddannelse af op til 2-3 års varighed, F.eks. Erhvervsakadem",Monthly,,Syddanmark
95591,DK,5,2,0,0,2,8,0,8,,Female,79,"Kort videregående uddannelse af op til 2-3 års varighed, F.eks. Erhvervsakadem",Monthly,,Midtjylland
95598,DK,8,8,8,8,8,7,6,,Socialdemokratiet - The Social democrats,Male,65,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",Monthly,,Hovedstaden
95609,DK,9,8,9,8,8,8,8,8,,Female,66,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",Monthly,,Syddanmark
95635,DK,5,4,8,5,2,2,9,9,"Venstre, Danmarks Liberale Parti - The Liberal Party",Male,19,"Gymnasielle uddannelser, studentereksamen, HF, HHX, HTX",Weekly,10500,Syddanmark
95696,DK,3,2,0,0,0,2,5,0,Det Radikale Venstre - The Radical Liberal Party,Male,53,"Gymnasielle uddannelser, studentereksamen, HF, HHX, HTX",Monthly,,Midtjylland
95758,DK,10,8,10,8,8,6,6,8,Socialdemokratiet - The Social democrats,Male,59,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",Annual,1300000,Sjælland
95814,DK,4,7,9,9,6,6,6,8,,Male,68,"Kort videregående uddannelse af op til 2-3 års varighed, F.eks. Erhvervsakadem",,,Sjælland
95863,DK,8,7,5,8,5,5,4,5,Dansk Folkeparti - Danish People's Party,Male,58,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",Monthly,25000,Syddanmark
95885,DK,8,5,7,10,4,5,5,2,,Male,17,Folkeskole 9.-10. klasse,,,Syddanmark
95953,DK,2,10,7,6,10,10,10,10,Socialdemokratiet - The Social democrats,Male,23,"Kort videregående uddannelse af op til 2-3 års varighed, F.eks. Erhvervsakadem",Monthly,11900,Hovedstaden
96258,DK,7,6,8,8,2,5,5,5,Dansk Folkeparti - Danish People's Party,Female,26,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",Monthly,30000,Syddanmark
96374,DK,6,8,8,10,7,6,9,8,,Male,19,Folkeskole 9.-10. klasse,Monthly,12000,Sjælland
96392,DK,10,7,9,10,5,5,6,8,Det Konservative Folkeparti - Conservative People's Party,Male,28,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",Monthly,,Midtjylland
96395,DK,8,8,9,9,7,7,7,7,Socialdemokratiet - The Social democrats,Male,27,"Lang videregående uddannelse. Kandidatuddannelser af 5.-6. års varighed, F.eks",Monthly,,Midtjylland
96409,DK,7,4,5,7,4,4,3,5,Enhedslisten - Unity List - The Red-Green Alliance,Female,67,"Lang videregående uddannelse. Kandidatuddannelser af 5.-6. års varighed, F.eks",Monthly,,Midtjylland
96513,DK,8,5,7,6,4,5,4,7,Socialdemokratiet - The Social democrats,Male,22,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",Monthly,24000,Sjælland
96541,DK,9,5,9,10,5,4,5,5,"Venstre, Danmarks Liberale Parti - The Liberal Party",Female,48,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",Monthly,24000,Sjælland
96571,DK,5,4,5,5,5,8,3,5,Socialdemokratiet - The Social democrats,Female,73,Folkeskole 6.-8. klasse,Annual,,Sjælland
96701,DK,8,6,6,7,6,6,6,6,Socialdemokratiet - The Social democrats,Female,49,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",Monthly,27000,Sjælland
96730,DK,8,6,8,9,6,6,8,5,Det Radikale Venstre - The Radical Liberal Party,Male,22,"Gymnasielle uddannelser, studentereksamen, HF, HHX, HTX",,,Sjælland
96743,DK,,3,7,4,2,1,4,7,,Male,61,"Forskeruddannelse. Ph.d., doktor",Monthly,,Sjælland
96816,DK,8,8,9,10,7,8,6,7,Socialdemokratiet - The Social democrats,Female,67,"Kort videregående uddannelse af op til 2-3 års varighed, F.eks. Erhvervsakadem",Monthly,,Hovedstaden
96937,DK,8,10,10,10,7,7,6,8,"Venstre, Danmarks Liberale Parti - The Liberal Party",Female,52,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",Annual,400000,Sjælland
96941,DK,5,3,6,8,3,3,2,2,Dansk Folkeparti - Danish People's Party,Male,34,"Kort videregående uddannelse af op til 2-3 års varighed, F.eks. Erhvervsakadem",Monthly,36000,Syddanmark
96961,DK,8,7,10,10,5,5,6,5,Enhedslisten - Unity List - The Red-Green Alliance,Male,30,"Gymnasielle uddannelser, studentereksamen, HF, HHX, HTX",Monthly,30000,Midtjylland
96993,DK,7,5,8,8,4,4,5,5,SF Socialistisk Folkeparti - Socialist People's Party,Female,37,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",Monthly,30000,Hovedstaden
96998,DK,5,8,9,9,5,6,5,6,Det Radikale Venstre - The Radical Liberal Party,Male,33,"Lang videregående uddannelse. Kandidatuddannelser af 5.-6. års varighed, F.eks",Monthly,40000,Nordjylland
97167,DK,7,4,5,5,3,6,,,Dansk Folkeparti - Danish People's Party,Female,30,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",Monthly,22000,Sjælland
97225,DK,7,5,8,8,4,4,4,4,"Venstre, Danmarks Liberale Parti - The Liberal Party",Male,51,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",Monthly,35000,Syddanmark
97267,DK,5,5,5,8,5,5,3,2,"Venstre, Danmarks Liberale Parti - The Liberal Party",Female,57,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",Monthly,14500,Sjælland
97293,DK,8,9,10,9,6,8,4,4,Socialdemokratiet - The Social democrats,Male,41,"Lang videregående uddannelse. Kandidatuddannelser af 5.-6. års varighed, F.eks",Monthly,40000,Sjælland
97305,DK,8,5,8,8,5,8,8,8,Socialdemokratiet - The Social democrats,Female,55,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",Monthly,22000,Hovedstaden
97316,DK,7,8,8,8,8,7,8,8,Liberal Alliance - Liberal Alliance,Female,22,"Gymnasielle uddannelser, studentereksamen, HF, HHX, HTX",Monthly,,Syddanmark
97320,DK,8,9,9,9,6,6,6,6,Socialdemokratiet - The Social democrats,Male,72,"Lang videregående uddannelse. Kandidatuddannelser af 5.-6. års varighed, F.eks",Monthly,,Nordjylland
97389,DK,8,4,7,8,2,2,2,4,SF Socialistisk Folkeparti - Socialist People's Party,Male,63,Folkeskole 9.-10. klasse,Monthly,,Syddanmark
97393,DK,8,6,7,8,5,4,5,5,Socialdemokratiet - The Social democrats,Female,49,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",Monthly,23000,Syddanmark
97398,DK,6,0,8,6,1,1,1,1,Dansk Folkeparti - Danish People's Party,Female,48,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",Monthly,27500,Nordjylland
97618,DK,5,3,6,7,1,1,5,8,,Male,41,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",Monthly,30000,Syddanmark
97663,DK,4,7,9,6,7,8,6,8,"Venstre, Danmarks Liberale Parti - The Liberal Party",Male,45,Universitetsbachelor. 1. del af kandidatuddannelse,Monthly,81000,Syddanmark
97713,DK,7,6,7,6,6,6,6,5,Det Radikale Venstre - The Radical Liberal Party,Female,52,"Kort videregående uddannelse af op til 2-3 års varighed, F.eks. Erhvervsakadem",Monthly,50000,Sjælland
97736,DK,8,5,7,10,7,7,5,5,"Venstre, Danmarks Liberale Parti - The Liberal Party",Female,58,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",Monthly,26300,Sjælland
97744,DK,7,8,9,8,7,7,7,7,,Female,74,"Kort videregående uddannelse af op til 2-3 års varighed, F.eks. Erhvervsakadem",Monthly,,Sjælland
97803,DK,10,8,10,10,8,8,,9,"Venstre, Danmarks Liberale Parti - The Liberal Party",Female,42,"Kort erhvervsuddannelse under 1-2 års varighed, F.eks. AMU Arbejdsmarkedsuddann",Monthly,26000,Midtjylland
97834,DK,7,5,7,8,6,6,5,6,"Venstre, Danmarks Liberale Parti - The Liberal Party",Female,68,Folkeskole 6.-8. klasse,Monthly,,Sjælland
97851,DK,8,7,9,9,5,5,5,5,Det Konservative Folkeparti - Conservative People's Party,Male,70,"Lang videregående uddannelse. Kandidatuddannelser af 5.-6. års varighed, F.eks",Monthly,0,Syddanmark
98030,DK,9,8,9,7,5,5,2,5,,Male,73,Universitetsbachelor. 1. del af kandidatuddannelse,Annual,500000,Midtjylland
98187,DK,7,6,8,9,5,5,6,6,,Male,21,"Gymnasielle uddannelser, studentereksamen, HF, HHX, HTX",Monthly,22000,Sjælland
98275,DK,8,9,9,9,7,7,7,8,Enhedslisten - Unity List - The Red-Green Alliance,Male,60,"Lang videregående uddannelse. Kandidatuddannelser af 5.-6. års varighed, F.eks",Monthly,50000,Midtjylland
98301,DK,9,5,8,8,4,5,,6,SF Socialistisk Folkeparti - Socialist People's Party,Female,61,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",Annual,888,Sjælland
98385,DK,8,7,7,9,7,8,7,7,,Male,15,Folkeskole 6.-8. klasse,Monthly,,Sjælland
98439,DK,7,8,8,8,8,8,7,8,"Venstre, Danmarks Liberale Parti - The Liberal Party",Female,66,"Kort videregående uddannelse af op til 2-3 års varighed, F.eks. Erhvervsakadem",,,Sjælland
98445,DK,7,8,10,8,7,4,9,5,"Venstre, Danmarks Liberale Parti - The Liberal Party",Male,32,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",Monthly,,Syddanmark
98452,DK,8,6,9,9,4,4,2,4,Kristendemokraterne - Christian Democrats,Male,74,"Lang videregående uddannelse. Kandidatuddannelser af 5.-6. års varighed, F.eks",,,Midtjylland
98530,DK,10,9,7,6,8,6,3,1,"Venstre, Danmarks Liberale Parti - The Liberal Party",Male,63,"Lang videregående uddannelse. Kandidatuddannelser af 5.-6. års varighed, F.eks",Annual,600000,Nordjylland
98562,DK,4,4,7,7,5,5,4,6,Socialdemokratiet - The Social democrats,Female,23,"Gymnasielle uddannelser, studentereksamen, HF, HHX, HTX",Monthly,,Midtjylland
98642,DK,7,7,6,9,5,6,9,9,,Male,16,Folkeskole 6.-8. klasse,,,Hovedstaden
98904,DK,7,5,7,10,5,5,5,5,"Venstre, Danmarks Liberale Parti - The Liberal Party",Male,36,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",Monthly,33000,Syddanmark
98943,DK,9,1,7,7,1,0,0,8,Dansk Folkeparti - Danish People's Party,Male,64,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",Monthly,,Hovedstaden
98975,DK,3,6,8,8,4,4,0,8,Dansk Folkeparti - Danish People's Party,Male,77,Folkeskole 9.-10. klasse,Monthly,,Nordjylland
98988,DK,7,5,8,7,4,4,,4,Other,Female,35,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",Monthly,28000,Nordjylland
99001,DK,6,5,6,5,5,6,5,6,Alternativet - The Alternative,Female,45,"Lang videregående uddannelse. Kandidatuddannelser af 5.-6. års varighed, F.eks",Monthly,29000,Midtjylland
99023,DK,7,7,7,9,4,4,5,5,Enhedslisten - Unity List - The Red-Green Alliance,Female,22,"Gymnasielle uddannelser, studentereksamen, HF, HHX, HTX",Monthly,,Midtjylland
99036,DK,7,5,9,9,4,4,3,4,,Male,27,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",Monthly,34000,Sjælland
99037,DK,3,5,3,8,5,3,3,8,"Venstre, Danmarks Liberale Parti - The Liberal Party",Male,65,Folkeskole 9.-10. klasse,Monthly,33000,Syddanmark
