idno,cntry,ppltrst,trstprl,trstlgl,trstplc,trstplt,trstprt,trstep,trstun,prtvtddk,gndr,agea,edlvddk,infqbst,grspnum,region
99107,DK,7,6,9,9,7,7,5,7,,Female,74,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",Monthly,,Nordjylland
99141,DK,8,8,8,7,7,8,7,7,"Venstre, Danmarks Liberale Parti - The Liberal Party",Male,42,"Kort videregående uddannelse af op til 2-3 års varighed, F.eks. Erhvervsakadem",Monthly,,Midtjylland
99164,DK,8,5,6,4,5,6,4,8,,Male,73,Folkeskole 6.-8. klasse,,,Syddanmark
99181,DK,8,9,10,10,9,9,5,10,"Venstre, Danmarks Liberale Parti - The Liberal Party",Male,60,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",Monthly,28000,Midtjylland
99184,DK,9,4,5,7,5,4,4,4,"Venstre, Danmarks Liberale Parti - The Liberal Party",Female,57,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",,,Syddanmark
99198,DK,7,2,8,9,5,3,0,1,Dansk Folkeparti - Danish People's Party,Male,73,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",Monthly,,Hovedstaden
99250,DK,6,10,10,9,7,7,5,9,Liberal Alliance - Liberal Alliance,Female,21,"Gymnasielle uddannelser, studentereksamen, HF, HHX, HTX",Monthly,20000,Hovedstaden
99265,DK,5,5,5,8,5,5,6,5,,Male,19,Folkeskole 9.-10. klasse,,,Syddanmark
99306,DK,4,5,10,7,5,4,7,8,Enhedslisten - Unity List - The Red-Green Alliance,Male,22,"Gymnasielle uddannelser, studentereksamen, HF, HHX, HTX",Monthly,,Syddanmark
99309,DK,8,8,8,9,7,8,8,8,"Venstre, Danmarks Liberale Parti - The Liberal Party",Female,76,Folkeskole 6.-8. klasse,Monthly,,Hovedstaden
99313,DK,8,6,6,6,6,6,6,6,SF Socialistisk Folkeparti - Socialist People's Party,Female,57,Other,Annual,400000,Hovedstaden
99368,DK,9,8,9,10,8,8,7,8,Socialdemokratiet - The Social democrats,Female,59,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",Annual,,Nordjylland
99391,DK,5,5,6,6,5,5,5,7,Dansk Folkeparti - Danish People's Party,Female,42,"Lang videregående uddannelse. Kandidatuddannelser af 5.-6. års varighed, F.eks",Monthly,18800,Hovedstaden
99431,DK,8,3,5,8,4,4,3,3,Socialdemokratiet - The Social democrats,Female,58,"Kort erhvervsuddannelse under 1-2 års varighed, F.eks. AMU Arbejdsmarkedsuddann",Monthly,2500,Sjælland
99485,DK,8,7,10,10,5,4,6,,"Venstre, Danmarks Liberale Parti - The Liberal Party",Female,64,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",Monthly,,Syddanmark
99486,DK,6,7,8,8,5,5,5,5,Socialdemokratiet - The Social democrats,Male,67,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",Monthly,,Midtjylland
99681,DK,8,8,9,9,6,8,7,8,,Male,28,"Gymnasielle uddannelser, studentereksamen, HF, HHX, HTX",Monthly,,Syddanmark
99685,DK,8,7,7,6,6,6,6,5,Det Konservative Folkeparti - Conservative People's Party,Male,84,"Lang videregående uddannelse. Kandidatuddannelser af 5.-6. års varighed, F.eks",Monthly,,Midtjylland
99887,DK,8,6,9,9,5,5,5,3,"Venstre, Danmarks Liberale Parti - The Liberal Party",Male,45,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",Monthly,40000,Nordjylland
99957,DK,9,5,8,8,3,2,6,7,,Male,20,Folkeskole 9.-10. klasse,Monthly,11000,Midtjylland
99970,DK,9,6,9,9,1,8,3,8,Enhedslisten - Unity List - The Red-Green Alliance,Male,43,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",Monthly,40000,Midtjylland
100065,DK,8,8,9,9,7,7,8,8,,Male,16,Folkeskole 6.-8. klasse,,,Syddanmark
100133,DK,9,4,9,10,5,7,7,10,Socialdemokratiet - The Social democrats,Female,69,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",Monthly,,Midtjylland
100241,DK,7,8,8,8,8,7,7,6,,Female,61,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",Monthly,33000,Syddanmark
100306,DK,8,3,5,5,1,1,3,3,Enhedslisten - Unity List - The Red-Green Alliance,Male,22,"Gymnasielle uddannelser, studentereksamen, HF, HHX, HTX",,,Syddanmark
100320,DK,7,6,6,5,5,5,5,7,Enhedslisten - Unity List - The Red-Green Alliance,Male,72,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",Monthly,,Syddanmark
100325,DK,4,2,5,5,2,2,,6,SF Socialistisk Folkeparti - Socialist People's Party,Female,34,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",Monthly,24500,Midtjylland
100391,DK,9,9,9,9,8,8,8,6,SF Socialistisk Folkeparti - Socialist People's Party,Male,66,"Lang videregående uddannelse. Kandidatuddannelser af 5.-6. års varighed, F.eks",,,Midtjylland
100392,DK,7,6,8,8,6,6,6,8,Enhedslisten - Unity List - The Red-Green Alliance,Male,30,"Lang videregående uddannelse. Kandidatuddannelser af 5.-6. års varighed, F.eks",Monthly,,Midtjylland
100428,DK,8,6,6,8,4,4,3,9,SF Socialistisk Folkeparti - Socialist People's Party,Female,57,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",Monthly,55000,Midtjylland
100626,DK,8,7,9,9,5,5,6,7,Socialdemokratiet - The Social democrats,Male,47,"Kort videregående uddannelse af op til 2-3 års varighed, F.eks. Erhvervsakadem",Monthly,36500,Syddanmark
100656,DK,7,7,7,8,3,3,2,3,Enhedslisten - Unity List - The Red-Green Alliance,Male,59,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",,,Midtjylland
100785,DK,5,3,5,6,2,1,1,8,Dansk Folkeparti - Danish People's Party,Female,48,Folkeskole 9.-10. klasse,Monthly,,Midtjylland
100938,DK,8,8,9,9,8,7,8,6,Det Radikale Venstre - The Radical Liberal Party,Female,46,"Lang videregående uddannelse. Kandidatuddannelser af 5.-6. års varighed, F.eks",Monthly,70000,Midtjylland
100939,DK,9,8,7,8,3,7,1,3,Dansk Folkeparti - Danish People's Party,Male,63,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",Monthly,30000,Midtjylland
101085,DK,8,8,9,9,7,7,5,10,"Venstre, Danmarks Liberale Parti - The Liberal Party",Male,37,"Kort videregående uddannelse af op til 2-3 års varighed, F.eks. Erhvervsakadem",Monthly,39600,Midtjylland
101212,DK,5,5,9,10,5,3,9,0,,Male,29,"Kort videregående uddannelse af op til 2-3 års varighed, F.eks. Erhvervsakadem",Monthly,,Sjælland
101241,DK,5,5,5,7,5,5,5,5,Dansk Folkeparti - Danish People's Party,Female,49,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",Monthly,19000,Nordjylland
101251,DK,7,5,10,10,2,2,1,8,Dansk Folkeparti - Danish People's Party,Male,64,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",Monthly,38000,Midtjylland
101278,DK,5,7,9,10,6,7,,7,,Female,20,Folkeskole 9.-10. klasse,Monthly,5000,Sjælland
101382,DK,6,6,7,8,6,6,6,6,,Male,28,"Kort videregående uddannelse af op til 2-3 års varighed, F.eks. Erhvervsakadem",Monthly,40000,Sjælland
101564,DK,6,9,9,8,2,2,3,8,Socialdemokratiet - The Social democrats,Male,52,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",Monthly,140000,Midtjylland
101586,DK,8,7,7,8,7,7,6,6,Socialdemokratiet - The Social democrats,Male,59,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",Monthly,100000,Sjælland
101596,DK,8,7,8,9,5,6,4,5,SF Socialistisk Folkeparti - Socialist People's Party,Female,32,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",Monthly,,Midtjylland
101599,DK,4,1,3,7,1,1,1,,Dansk Folkeparti - Danish People's Party,Female,28,Folkeskole 9.-10. klasse,Monthly,,Syddanmark
101645,DK,9,5,7,8,5,5,1,6,"Venstre, Danmarks Liberale Parti - The Liberal Party",Female,74,"Kort videregående uddannelse af op til 2-3 års varighed, F.eks. Erhvervsakadem",Monthly,,Syddanmark
101653,DK,7,4,4,7,4,5,6,6,Det Radikale Venstre - The Radical Liberal Party,Female,56,"Kort videregående uddannelse af op til 2-3 års varighed, F.eks. Erhvervsakadem",Monthly,21500,Syddanmark
101769,DK,10,3,4,7,1,1,1,6,Socialdemokratiet - The Social democrats,Male,58,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",Monthly,,Syddanmark
101814,DK,7,9,9,9,6,6,6,8,"Venstre, Danmarks Liberale Parti - The Liberal Party",Male,50,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",Monthly,40000,Syddanmark
101823,DK,7,8,9,8,7,5,8,6,Socialdemokratiet - The Social democrats,Male,73,"Kort videregående uddannelse af op til 2-3 års varighed, F.eks. Erhvervsakadem",Monthly,,Syddanmark
101874,DK,6,4,7,7,4,4,,,Socialdemokratiet - The Social democrats,Female,24,"Kort erhvervsuddannelse under 1-2 års varighed, F.eks. AMU Arbejdsmarkedsuddann",Monthly,24000,Midtjylland
101906,DK,8,2,3,8,1,1,0,4,"Venstre, Danmarks Liberale Parti - The Liberal Party",Male,48,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",Monthly,40000,Nordjylland
101909,DK,5,6,9,8,2,2,3,6,"Venstre, Danmarks Liberale Parti - The Liberal Party",Male,76,Universitetsbachelor. 1. del af kandidatuddannelse,,,Sjælland
102030,DK,8,7,8,8,6,6,5,5,"Venstre, Danmarks Liberale Parti - The Liberal Party",Female,63,"Kort videregående uddannelse af op til 2-3 års varighed, F.eks. Erhvervsakadem",Monthly,32000,Sjælland
102162,DK,8,8,9,7,6,6,7,8,Socialdemokratiet - The Social democrats,Female,72,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",Monthly,,Nordjylland
102231,DK,8,7,8,8,8,8,8,8,Socialdemokratiet - The Social democrats,Male,52,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",Monthly,,Syddanmark
102281,DK,8,8,8,8,5,5,5,7,Det Konservative Folkeparti - Conservative People's Party,Male,65,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",Monthly,,Sjælland
102282,DK,6,4,8,9,2,4,4,,,Male,28,"Kort erhvervsuddannelse under 1-2 års varighed, F.eks. AMU Arbejdsmarkedsuddann",,,Sjælland
102303,DK,8,7,8,8,7,8,8,6,Enhedslisten - Unity List - The Red-Green Alliance,Female,32,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",Monthly,31500,Midtjylland
102328,DK,6,6,8,8,6,7,8,9,,Female,17,Folkeskole 9.-10. klasse,Monthly,600,Hovedstaden
102501,DK,9,10,10,10,8,8,10,10,Enhedslisten - Unity List - The Red-Green Alliance,Male,71,Folkeskole 6.-8. klasse,Monthly,,Hovedstaden
102577,DK,8,4,7,7,2,1,1,4,Kristendemokraterne - Christian Democrats,Female,70,"Kort erhvervsuddannelse under 1-2 års varighed, F.eks. AMU Arbejdsmarkedsuddann",Monthly,,Hovedstaden
102591,DK,7,8,8,8,6,5,7,5,,Male,41,"Lang videregående uddannelse. Kandidatuddannelser af 5.-6. års varighed, F.eks",Monthly,38000,Midtjylland
102638,DK,8,4,7,8,2,4,4,6,"Venstre, Danmarks Liberale Parti - The Liberal Party",Male,46,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",Monthly,48000,Sjælland
102651,DK,7,7,10,10,6,5,6,10,,Male,18,Folkeskole 9.-10. klasse,Monthly,3500,Sjælland
102792,DK,8,5,7,7,5,5,2,6,"Venstre, Danmarks Liberale Parti - The Liberal Party",Male,74,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",Monthly,,Syddanmark
102863,DK,8,9,9,8,7,7,7,6,"Venstre, Danmarks Liberale Parti - The Liberal Party",Female,52,"Lang videregående uddannelse. Kandidatuddannelser af 5.-6. års varighed, F.eks",Monthly,,Midtjylland
102987,DK,2,10,9,8,8,9,2,8,Dansk Folkeparti - Danish People's Party,Female,44,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",Monthly,31000,Hovedstaden
103100,DK,10,5,7,9,5,5,3,6,Det Konservative Folkeparti - Conservative People's Party,Female,44,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",Monthly,30000,Sjælland
103153,DK,7,6,10,9,6,6,4,7,SF Socialistisk Folkeparti - Socialist People's Party,Male,28,"Kort videregående uddannelse af op til 2-3 års varighed, F.eks. Erhvervsakadem",Annual,350000,Sjælland
103272,DK,4,5,6,7,5,4,,,Socialdemokratiet - The Social democrats,Female,58,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",Monthly,,Hovedstaden
103492,DK,,7,8,9,5,5,5,7,"Venstre, Danmarks Liberale Parti - The Liberal Party",Male,54,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",Monthly,27000,Sjælland
103502,DK,7,5,7,7,4,5,5,5,Liberal Alliance - Liberal Alliance,Female,38,"Kort erhvervsuddannelse under 1-2 års varighed, F.eks. AMU Arbejdsmarkedsuddann",,,Midtjylland
103561,DK,8,6,8,9,4,6,2,6,Enhedslisten - Unity List - The Red-Green Alliance,Male,59,Folkeskole 9.-10. klasse,Monthly,30000,Midtjylland
103584,DK,9,5,8,8,5,5,,,,Female,26,"Gymnasielle uddannelser, studentereksamen, HF, HHX, HTX",Monthly,,Sjælland
103657,DK,7,2,8,6,2,4,4,6,Dansk Folkeparti - Danish People's Party,Female,38,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",Monthly,26000,Sjælland
103704,DK,7,7,8,9,6,6,9,9,Det Radikale Venstre - The Radical Liberal Party,Male,27,"Kort videregående uddannelse af op til 2-3 års varighed, F.eks. Erhvervsakadem",Monthly,,Sjælland
103721,DK,10,4,6,8,4,4,2,3,Det Konservative Folkeparti - Conservative People's Party,Female,70,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",Monthly,,Sjælland
103839,DK,8,7,7,8,10,8,8,8,"Venstre, Danmarks Liberale Parti - The Liberal Party",Male,58,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",Monthly,44000,Midtjylland
103843,DK,5,9,10,6,4,4,5,9,Enhedslisten - Unity List - The Red-Green Alliance,Male,28,Universitetsbachelor. 1. del af kandidatuddannelse,,,Midtjylland
103926,DK,9,8,4,8,6,8,7,6,"Venstre, Danmarks Liberale Parti - The Liberal Party",Male,43,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",Monthly,40000,Hovedstaden
103973,DK,8,8,8,8,6,6,7,8,Socialdemokratiet - The Social democrats,Male,39,"Lang videregående uddannelse. Kandidatuddannelser af 5.-6. års varighed, F.eks",Monthly,47000,Midtjylland
104005,DK,8,7,8,8,7,6,7,8,SF Socialistisk Folkeparti - Socialist People's Party,Male,31,"Lang videregående uddannelse. Kandidatuddannelser af 5.-6. års varighed, F.eks",Monthly,40500,Midtjylland
104017,DK,8,8,6,8,8,5,5,8,Other,Female,21,"Gymnasielle uddannelser, studentereksamen, HF, HHX, HTX",Monthly,,Midtjylland
104020,DK,8,5,8,7,6,6,6,7,Det Radikale Venstre - The Radical Liberal Party,Male,70,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",Monthly,,Midtjylland
104092,DK,3,4,5,8,3,3,0,7,Dansk Folkeparti - Danish People's Party,Female,76,"Kort erhvervsuddannelse under 1-2 års varighed, F.eks. AMU Arbejdsmarkedsuddann",Monthly,,Syddanmark
104101,DK,8,8,9,8,7,9,2,6,"Venstre, Danmarks Liberale Parti - The Liberal Party",Male,73,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",Monthly,,Sjælland
104113,DK,8,7,8,7,5,5,5,6,Kristendemokraterne - Christian Democrats,Male,40,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",Monthly,26000,Syddanmark
104131,DK,7,7,8,8,6,7,4,6,"Venstre, Danmarks Liberale Parti - The Liberal Party",Female,39,"Kort videregående uddannelse af op til 2-3 års varighed, F.eks. Erhvervsakadem",Monthly,42000,Sjælland
104186,DK,8,7,8,8,6,8,7,8,Det Radikale Venstre - The Radical Liberal Party,Female,57,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",Monthly,46500,Syddanmark
104254,DK,10,,,3,3,2,3,1,,Female,76,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",,,Midtjylland
104373,DK,8,7,6,3,5,5,3,3,Dansk Folkeparti - Danish People's Party,Male,76,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",Monthly,,Sjælland
104398,DK,8,6,9,10,7,7,,8,Socialdemokratiet - The Social democrats,Female,31,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",Monthly,32000,Hovedstaden
104424,DK,9,7,9,8,8,8,,8,,Female,57,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",Monthly,,Nordjylland
104533,DK,8,5,8,9,8,8,7,8,Kristendemokraterne - Christian Democrats,Male,68,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",Monthly,,Nordjylland
104556,DK,7,7,7,6,6,7,7,7,,Male,17,Folkeskole 9.-10. klasse,Monthly,3600,Nordjylland
104583,DK,7,7,5,7,5,5,3,4,"Venstre, Danmarks Liberale Parti - The Liberal Party",Male,57,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",Monthly,44000,Syddanmark
104606,DK,6,6,8,8,4,4,5,5,,Female,28,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",Monthly,30000,Sjælland
104710,DK,4,4,7,9,5,6,5,8,Socialdemokratiet - The Social democrats,Female,74,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",Monthly,,Syddanmark
104737,DK,5,3,4,8,5,5,6,6,"Venstre, Danmarks Liberale Parti - The Liberal Party",Female,49,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",Monthly,24500,Syddanmark
104745,DK,8,7,9,9,7,7,7,8,Liberal Alliance - Liberal Alliance,Female,36,"Forskeruddannelse. Ph.d., doktor",Monthly,38000,Sjælland
104763,DK,7,8,8,10,8,7,7,6,,Female,25,"Gymnasielle uddannelser, studentereksamen, HF, HHX, HTX",Monthly,,Sjælland
104880,DK,8,5,7,7,7,5,5,5,Socialdemokratiet - The Social democrats,Male,76,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",Monthly,,Sjælland
104908,DK,5,8,6,7,4,4,2,3,,Male,43,Folkeskole 9.-10. klasse,Monthly,,Midtjylland
104946,DK,8,8,8,8,7,7,5,6,"Venstre, Danmarks Liberale Parti - The Liberal Party",Male,44,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",Monthly,38000,Nordjylland
104964,DK,8,9,8,8,6,7,8,6,Det Konservative Folkeparti - Conservative People's Party,Female,62,"Lang videregående uddannelse. Kandidatuddannelser af 5.-6. års varighed, F.eks",Monthly,60000,Midtjylland
104997,DK,10,5,8,10,5,5,3,8,Socialdemokratiet - The Social democrats,Male,56,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",Weekly,20000,Syddanmark
105005,DK,9,8,10,10,7,7,6,8,Liberal Alliance - Liberal Alliance,Male,44,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",Annual,1000000,Midtjylland
105068,DK,9,10,10,10,7,7,8,8,"Venstre, Danmarks Liberale Parti - The Liberal Party",Male,79,"Gymnasielle uddannelser, studentereksamen, HF, HHX, HTX",Annual,1000000,Syddanmark
105240,DK,7,8,10,8,7,6,7,4,Det Radikale Venstre - The Radical Liberal Party,Female,25,"Lang videregående uddannelse. Kandidatuddannelser af 5.-6. års varighed, F.eks",Monthly,33000,Sjælland
105335,DK,6,5,4,6,3,3,,,"Venstre, Danmarks Liberale Parti - The Liberal Party",Female,47,"Kort videregående uddannelse af op til 2-3 års varighed, F.eks. Erhvervsakadem",Monthly,,Syddanmark
105337,DK,8,10,10,10,9,8,9,10,,Female,15,Folkeskole 9.-10. klasse,,,Sjælland
105339,DK,0,6,8,7,7,9,,,Dansk Folkeparti - Danish People's Party,Male,89,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",Monthly,,Midtjylland
105344,DK,8,7,7,9,7,5,6,8,"Venstre, Danmarks Liberale Parti - The Liberal Party",Male,77,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",Monthly,,Syddanmark
105435,DK,7,5,8,8,5,6,1,5,Dansk Folkeparti - Danish People's Party,Female,74,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",Monthly,,Midtjylland
105461,DK,9,8,9,9,8,6,8,5,"Venstre, Danmarks Liberale Parti - The Liberal Party",Male,64,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",Monthly,45000,Midtjylland
105481,DK,7,4,6,6,4,4,4,4,Det Konservative Folkeparti - Conservative People's Party,Female,75,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",Monthly,,Midtjylland
105560,DK,8,6,9,9,6,6,5,6,Socialdemokratiet - The Social democrats,Male,57,Folkeskole 9.-10. klasse,Monthly,30000,Nordjylland
105620,DK,9,8,9,9,3,3,5,8,Enhedslisten - Unity List - The Red-Green Alliance,Female,34,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",Monthly,40000,Midtjylland
105627,DK,5,4,8,9,3,3,4,7,Alternativet - The Alternative,Male,40,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",Monthly,44000,Nordjylland
105659,DK,9,8,9,5,7,7,5,8,Dansk Folkeparti - Danish People's Party,Male,45,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",Monthly,15000,Syddanmark
105668,DK,8,6,8,8,4,3,7,8,"Venstre, Danmarks Liberale Parti - The Liberal Party",Female,55,"Lang videregående uddannelse. Kandidatuddannelser af 5.-6. års varighed, F.eks",,,Hovedstaden
