,idno,gndr,agea,region,prtvtddk,edlvddk,infqbst,grspnum
392,93571,Male,53,DK05,Dansk Folkeparti - Danish People's Party,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",Monthly,
393,93640,Male,72,DK04,"Venstre, Danmarks Liberale Parti - The Liberal Party","Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",Monthly,
394,93707,Female,58,DK02,SF Socialistisk Folkeparti - Socialist People's Party,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",Monthly,31200.0
395,93748,Male,47,DK02,Refusal,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",Annual,450000.0
396,93766,Female,54,DK04,"Venstre, Danmarks Liberale Parti - The Liberal Party","Lang videregående uddannelse. Kandidatuddannelser af 5.-6. års varighed, F.eks",Monthly,99999.0
397,93939,Male,15,DK04,Not applicable,Folkeskole 6.-8. klasse,Not applicable,
398,94016,Male,71,DK01,SF Socialistisk Folkeparti - Socialist People's Party,Licentiat,Monthly,
399,94043,Male,26,DK05,Det Radikale Venstre - The Radical Liberal Party,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",Monthly,38000.0
400,94092,Male,51,DK05,Enhedslisten - Unity List - The Red-Green Alliance,"Gymnasielle uddannelser, studentereksamen, HF, HHX, HTX",Monthly,
401,94120,Female,73,DK01,Socialdemokratiet - The Social democrats,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",Monthly,
402,94168,Male,45,DK01,Not applicable,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",Annual,585000.0
403,94216,Female,70,DK01,"Venstre, Danmarks Liberale Parti - The Liberal Party","Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",Monthly,
404,94224,Female,68,DK03,Socialdemokratiet - The Social democrats,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",Monthly,
405,94230,Male,42,DK04,"Venstre, Danmarks Liberale Parti - The Liberal Party","Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",Monthly,65000.0
406,94233,Male,44,DK03,"Venstre, Danmarks Liberale Parti - The Liberal Party","Kort videregående uddannelse af op til 2-3 års varighed, F.eks. Erhvervsakadem",Monthly,57000.0
407,94295,Male,67,DK02,Socialdemokratiet - The Social democrats,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",Monthly,
408,94327,Female,37,DK03,SF Socialistisk Folkeparti - Socialist People's Party,"Kort videregående uddannelse af op til 2-3 års varighed, F.eks. Erhvervsakadem",Monthly,17600.0
409,94369,Male,42,DK02,Enhedslisten - Unity List - The Red-Green Alliance,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",Weekly,10000.0
410,94382,Male,63,DK03,Socialdemokratiet - The Social democrats,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",Monthly,
411,94383,Female,65,DK02,Enhedslisten - Unity List - The Red-Green Alliance,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",Monthly,
412,94428,Male,16,DK04,Not applicable,Folkeskole 9.-10. klasse,Monthly,1300.0
413,94437,Female,40,DK02,Alternativet - The Alternative,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",Monthly,
414,94498,Female,33,DK02,Dansk Folkeparti - Danish People's Party,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",Monthly,21000.0
415,94557,Male,59,DK04,Socialdemokratiet - The Social democrats,"Kort videregående uddannelse af op til 2-3 års varighed, F.eks. Erhvervsakadem",Monthly,
416,94558,Female,74,DK05,"Venstre, Danmarks Liberale Parti - The Liberal Party","Kort videregående uddannelse af op til 2-3 års varighed, F.eks. Erhvervsakadem",Monthly,
417,94595,Male,52,DK05,SF Socialistisk Folkeparti - Socialist People's Party,"Lang videregående uddannelse. Kandidatuddannelser af 5.-6. års varighed, F.eks",Monthly,75000.0
418,94617,Male,72,DK01,Socialdemokratiet - The Social democrats,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",Monthly,
419,94655,Female,78,DK05,Socialdemokratiet - The Social democrats,Folkeskole 9.-10. klasse,Monthly,
420,94703,Male,51,DK02,Det Konservative Folkeparti - Conservative People's Party,"Kort videregående uddannelse af op til 2-3 års varighed, F.eks. Erhvervsakadem",Monthly,50000.0
421,94714,Male,66,DK03,Socialdemokratiet - The Social democrats,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",Monthly,13000.0
422,94769,Female,64,DK02,Socialdemokratiet - The Social democrats,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",Monthly,
423,94808,Female,77,DK01,"Venstre, Danmarks Liberale Parti - The Liberal Party","Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",Monthly,
424,94869,Male,86,DK03,Socialdemokratiet - The Social democrats,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",Monthly,
425,94930,Male,81,DK04,"Venstre, Danmarks Liberale Parti - The Liberal Party","Lang videregående uddannelse. Kandidatuddannelser af 5.-6. års varighed, F.eks",Not applicable,
426,95093,Female,43,DK01,Socialdemokratiet - The Social democrats,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",Monthly,30000.0
427,95134,Male,24,DK04,Enhedslisten - Unity List - The Red-Green Alliance,"Lang videregående uddannelse. Kandidatuddannelser af 5.-6. års varighed, F.eks",Monthly,29000.0
428,95182,Female,62,DK05,Socialdemokratiet - The Social democrats,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",Monthly,35000.0
429,95209,Male,52,DK02,Socialdemokratiet - The Social democrats,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",Monthly,30000.0
430,95230,Female,63,DK01,Not applicable,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",Monthly,
431,95233,Female,59,DK05,"Venstre, Danmarks Liberale Parti - The Liberal Party","Gymnasielle uddannelser, studentereksamen, HF, HHX, HTX",Monthly,35000.0
432,95310,Male,49,DK04,Liberal Alliance - Liberal Alliance,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",Monthly,65000.0
433,95337,Male,22,DK02,Not applicable,Folkeskole 9.-10. klasse,Weekly,4000.0
434,95359,Male,20,DK04,"Venstre, Danmarks Liberale Parti - The Liberal Party","Gymnasielle uddannelser, studentereksamen, HF, HHX, HTX",Refusal,
435,95520,Male,19,DK03,Not applicable,"Gymnasielle uddannelser, studentereksamen, HF, HHX, HTX",Annual,15000.0
436,95587,Female,52,DK03,Socialdemokratiet - The Social democrats,"Kort videregående uddannelse af op til 2-3 års varighed, F.eks. Erhvervsakadem",Monthly,
437,95591,Female,79,DK04,Refusal,"Kort videregående uddannelse af op til 2-3 års varighed, F.eks. Erhvervsakadem",Monthly,
438,95598,Male,65,DK01,Socialdemokratiet - The Social democrats,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",Monthly,
439,95609,Female,66,DK03,Not applicable,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",Monthly,
440,95635,Male,19,DK03,"Venstre, Danmarks Liberale Parti - The Liberal Party","Gymnasielle uddannelser, studentereksamen, HF, HHX, HTX",Weekly,10500.0
441,95696,Male,53,DK04,Det Radikale Venstre - The Radical Liberal Party,"Gymnasielle uddannelser, studentereksamen, HF, HHX, HTX",Monthly,
442,95758,Male,59,DK02,Socialdemokratiet - The Social democrats,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",Annual,1300000.0
443,95814,Male,68,DK02,No answer,"Kort videregående uddannelse af op til 2-3 års varighed, F.eks. Erhvervsakadem",Not applicable,
444,95863,Male,58,DK03,Dansk Folkeparti - Danish People's Party,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",Monthly,25000.0
445,95885,Male,17,DK03,Not applicable,Folkeskole 9.-10. klasse,Not applicable,
446,95953,Male,23,DK01,Socialdemokratiet - The Social democrats,"Kort videregående uddannelse af op til 2-3 års varighed, F.eks. Erhvervsakadem",Monthly,11900.0
447,96258,Female,26,DK03,Dansk Folkeparti - Danish People's Party,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",Monthly,30000.0
448,96374,Male,19,DK02,Not applicable,Folkeskole 9.-10. klasse,Monthly,12000.0
449,96392,Male,28,DK04,Det Konservative Folkeparti - Conservative People's Party,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",Monthly,
450,96395,Male,27,DK04,Socialdemokratiet - The Social democrats,"Lang videregående uddannelse. Kandidatuddannelser af 5.-6. års varighed, F.eks",Monthly,
451,96409,Female,67,DK04,Enhedslisten - Unity List - The Red-Green Alliance,"Lang videregående uddannelse. Kandidatuddannelser af 5.-6. års varighed, F.eks",Monthly,
452,96513,Male,22,DK02,Socialdemokratiet - The Social democrats,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",Monthly,24000.0
453,96541,Female,48,DK02,"Venstre, Danmarks Liberale Parti - The Liberal Party","Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",Monthly,24000.0
454,96571,Female,73,DK02,Socialdemokratiet - The Social democrats,Folkeskole 6.-8. klasse,Annual,
455,96701,Female,49,DK02,Socialdemokratiet - The Social democrats,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",Monthly,27000.0
456,96730,Male,22,DK02,Det Radikale Venstre - The Radical Liberal Party,"Gymnasielle uddannelser, studentereksamen, HF, HHX, HTX",No answer,
457,96743,Male,61,DK02,Not applicable,"Forskeruddannelse. Ph.d., doktor",Monthly,
458,96816,Female,67,DK01,Socialdemokratiet - The Social democrats,"Kort videregående uddannelse af op til 2-3 års varighed, F.eks. Erhvervsakadem",Monthly,
459,96937,Female,52,DK02,"Venstre, Danmarks Liberale Parti - The Liberal Party","Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",Annual,400000.0
460,96941,Male,34,DK03,Dansk Folkeparti - Danish People's Party,"Kort videregående uddannelse af op til 2-3 års varighed, F.eks. Erhvervsakadem",Monthly,36000.0
461,96961,Male,30,DK04,Enhedslisten - Unity List - The Red-Green Alliance,"Gymnasielle uddannelser, studentereksamen, HF, HHX, HTX",Monthly,30000.0
462,96993,Female,37,DK01,SF Socialistisk Folkeparti - Socialist People's Party,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",Monthly,30000.0
463,96998,Male,33,DK05,Det Radikale Venstre - The Radical Liberal Party,"Lang videregående uddannelse. Kandidatuddannelser af 5.-6. års varighed, F.eks",Monthly,40000.0
464,97167,Female,30,DK02,Dansk Folkeparti - Danish People's Party,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",Monthly,22000.0
465,97225,Male,51,DK03,"Venstre, Danmarks Liberale Parti - The Liberal Party","Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",Monthly,35000.0
466,97267,Female,57,DK02,"Venstre, Danmarks Liberale Parti - The Liberal Party","Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",Monthly,14500.0
467,97293,Male,41,DK02,Socialdemokratiet - The Social democrats,"Lang videregående uddannelse. Kandidatuddannelser af 5.-6. års varighed, F.eks",Monthly,40000.0
468,97305,Female,55,DK01,Socialdemokratiet - The Social democrats,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",Monthly,22000.0
469,97316,Female,22,DK03,Liberal Alliance - Liberal Alliance,"Gymnasielle uddannelser, studentereksamen, HF, HHX, HTX",Monthly,
470,97320,Male,72,DK05,Socialdemokratiet - The Social democrats,"Lang videregående uddannelse. Kandidatuddannelser af 5.-6. års varighed, F.eks",Monthly,
471,97389,Male,63,DK03,SF Socialistisk Folkeparti - Socialist People's Party,Folkeskole 9.-10. klasse,Monthly,
472,97393,Female,49,DK03,Socialdemokratiet - The Social democrats,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",Monthly,23000.0
473,97398,Female,48,DK05,Dansk Folkeparti - Danish People's Party,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",Monthly,27500.0
474,97618,Male,41,DK03,Not applicable,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",Monthly,30000.0
475,97663,Male,45,DK03,"Venstre, Danmarks Liberale Parti - The Liberal Party",Universitetsbachelor. 1. del af kandidatuddannelse,Monthly,81000.0
476,97713,Female,52,DK02,Det Radikale Venstre - The Radical Liberal Party,"Kort videregående uddannelse af op til 2-3 års varighed, F.eks. Erhvervsakadem",Monthly,50000.0
477,97736,Female,58,DK02,"Venstre, Danmarks Liberale Parti - The Liberal Party","Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",Monthly,26300.0
478,97744,Female,74,DK02,No answer,"Kort videregående uddannelse af op til 2-3 års varighed, F.eks. Erhvervsakadem",Monthly,
479,97803,Female,42,DK04,"Venstre, Danmarks Liberale Parti - The Liberal Party","Kort erhvervsuddannelse under 1-2 års varighed, F.eks. AMU Arbejdsmarkedsuddann",Monthly,26000.0
480,97834,Female,68,DK02,"Venstre, Danmarks Liberale Parti - The Liberal Party",Folkeskole 6.-8. klasse,Monthly,
481,97851,Male,70,DK03,Det Konservative Folkeparti - Conservative People's Party,"Lang videregående uddannelse. Kandidatuddannelser af 5.-6. års varighed, F.eks",Monthly,0.0
482,98030,Male,73,DK04,Not applicable,Universitetsbachelor. 1. del af kandidatuddannelse,Annual,500000.0
483,98187,Male,21,DK02,Not applicable,"Gymnasielle uddannelser, studentereksamen, HF, HHX, HTX",Monthly,22000.0
484,98275,Male,60,DK04,Enhedslisten - Unity List - The Red-Green Alliance,"Lang videregående uddannelse. Kandidatuddannelser af 5.-6. års varighed, F.eks",Monthly,50000.0
485,98301,Female,61,DK02,SF Socialistisk Folkeparti - Socialist People's Party,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",Annual,888.0
486,98385,Male,15,DK02,Not applicable,Folkeskole 6.-8. klasse,Monthly,
487,98439,Female,66,DK02,"Venstre, Danmarks Liberale Parti - The Liberal Party","Kort videregående uddannelse af op til 2-3 års varighed, F.eks. Erhvervsakadem",Not applicable,
488,98445,Male,32,DK03,"Venstre, Danmarks Liberale Parti - The Liberal Party","Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",Monthly,
489,98452,Male,74,DK04,Kristendemokraterne - Christian Democrats,"Lang videregående uddannelse. Kandidatuddannelser af 5.-6. års varighed, F.eks",Not applicable,
490,98530,Male,63,DK05,"Venstre, Danmarks Liberale Parti - The Liberal Party","Lang videregående uddannelse. Kandidatuddannelser af 5.-6. års varighed, F.eks",Annual,600000.0
491,98562,Female,23,DK04,Socialdemokratiet - The Social democrats,"Gymnasielle uddannelser, studentereksamen, HF, HHX, HTX",Monthly,
492,98642,Male,16,DK01,Not applicable,Folkeskole 6.-8. klasse,Not applicable,
493,98904,Male,36,DK03,"Venstre, Danmarks Liberale Parti - The Liberal Party","Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",Monthly,33000.0
494,98943,Male,64,DK01,Dansk Folkeparti - Danish People's Party,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",Monthly,
495,98975,Male,77,DK05,Dansk Folkeparti - Danish People's Party,Folkeskole 9.-10. klasse,Monthly,
496,98988,Female,35,DK05,Other,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",Monthly,28000.0
497,99001,Female,45,DK04,Alternativet - The Alternative,"Lang videregående uddannelse. Kandidatuddannelser af 5.-6. års varighed, F.eks",Monthly,29000.0
498,99023,Female,22,DK04,Enhedslisten - Unity List - The Red-Green Alliance,"Gymnasielle uddannelser, studentereksamen, HF, HHX, HTX",Monthly,
499,99036,Male,27,DK02,Refusal,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",Monthly,34000.0
500,99037,Male,65,DK03,"Venstre, Danmarks Liberale Parti - The Liberal Party",Folkeskole 9.-10. klasse,Monthly,33000.0
501,99107,Female,74,DK05,Refusal,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",Monthly,
502,99141,Male,42,DK04,"Venstre, Danmarks Liberale Parti - The Liberal Party","Kort videregående uddannelse af op til 2-3 års varighed, F.eks. Erhvervsakadem",Monthly,
503,99164,Male,73,DK03,Refusal,Folkeskole 6.-8. klasse,No answer,
504,99181,Male,60,DK04,"Venstre, Danmarks Liberale Parti - The Liberal Party","Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",Monthly,28000.0
505,99184,Female,57,DK03,"Venstre, Danmarks Liberale Parti - The Liberal Party","Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",No answer,
506,99198,Male,73,DK01,Dansk Folkeparti - Danish People's Party,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",Monthly,
507,99250,Female,21,DK01,Liberal Alliance - Liberal Alliance,"Gymnasielle uddannelser, studentereksamen, HF, HHX, HTX",Monthly,20000.0
508,99265,Male,19,DK03,Not applicable,Folkeskole 9.-10. klasse,Not applicable,
509,99306,Male,22,DK03,Enhedslisten - Unity List - The Red-Green Alliance,"Gymnasielle uddannelser, studentereksamen, HF, HHX, HTX",Monthly,
510,99309,Female,76,DK01,"Venstre, Danmarks Liberale Parti - The Liberal Party",Folkeskole 6.-8. klasse,Monthly,
511,99313,Female,57,DK01,SF Socialistisk Folkeparti - Socialist People's Party,Other,Annual,400000.0
512,99368,Female,59,DK05,Socialdemokratiet - The Social democrats,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",Annual,
513,99391,Female,42,DK01,Dansk Folkeparti - Danish People's Party,"Lang videregående uddannelse. Kandidatuddannelser af 5.-6. års varighed, F.eks",Monthly,18800.0
514,99431,Female,58,DK02,Socialdemokratiet - The Social democrats,"Kort erhvervsuddannelse under 1-2 års varighed, F.eks. AMU Arbejdsmarkedsuddann",Monthly,2500.0
515,99485,Female,64,DK03,"Venstre, Danmarks Liberale Parti - The Liberal Party","Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",Monthly,
516,99486,Male,67,DK04,Socialdemokratiet - The Social democrats,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",Monthly,
517,99681,Male,28,DK03,Not applicable,"Gymnasielle uddannelser, studentereksamen, HF, HHX, HTX",Monthly,
518,99685,Male,84,DK04,Det Konservative Folkeparti - Conservative People's Party,"Lang videregående uddannelse. Kandidatuddannelser af 5.-6. års varighed, F.eks",Monthly,
519,99887,Male,45,DK05,"Venstre, Danmarks Liberale Parti - The Liberal Party","Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",Monthly,40000.0
520,99957,Male,20,DK04,Not applicable,Folkeskole 9.-10. klasse,Monthly,11000.0
521,99970,Male,43,DK04,Enhedslisten - Unity List - The Red-Green Alliance,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",Monthly,40000.0
522,100065,Male,16,DK03,Not applicable,Folkeskole 6.-8. klasse,Not applicable,
523,100133,Female,69,DK04,Socialdemokratiet - The Social democrats,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",Monthly,
524,100241,Female,61,DK03,Not applicable,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",Monthly,33000.0
525,100306,Male,22,DK03,Enhedslisten - Unity List - The Red-Green Alliance,"Gymnasielle uddannelser, studentereksamen, HF, HHX, HTX",Not applicable,
526,100320,Male,72,DK03,Enhedslisten - Unity List - The Red-Green Alliance,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",Monthly,
527,100325,Female,34,DK04,SF Socialistisk Folkeparti - Socialist People's Party,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",Monthly,24500.0
528,100391,Male,66,DK04,SF Socialistisk Folkeparti - Socialist People's Party,"Lang videregående uddannelse. Kandidatuddannelser af 5.-6. års varighed, F.eks",Not applicable,
529,100392,Male,30,DK04,Enhedslisten - Unity List - The Red-Green Alliance,"Lang videregående uddannelse. Kandidatuddannelser af 5.-6. års varighed, F.eks",Monthly,
530,100428,Female,57,DK04,SF Socialistisk Folkeparti - Socialist People's Party,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",Monthly,55000.0
531,100626,Male,47,DK03,Socialdemokratiet - The Social democrats,"Kort videregående uddannelse af op til 2-3 års varighed, F.eks. Erhvervsakadem",Monthly,36500.0
532,100656,Male,59,DK04,Enhedslisten - Unity List - The Red-Green Alliance,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",No answer,
533,100785,Female,48,DK04,Dansk Folkeparti - Danish People's Party,Folkeskole 9.-10. klasse,Monthly,
534,100938,Female,46,DK04,Det Radikale Venstre - The Radical Liberal Party,"Lang videregående uddannelse. Kandidatuddannelser af 5.-6. års varighed, F.eks",Monthly,70000.0
535,100939,Male,63,DK04,Dansk Folkeparti - Danish People's Party,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",Monthly,30000.0
536,101085,Male,37,DK04,"Venstre, Danmarks Liberale Parti - The Liberal Party","Kort videregående uddannelse af op til 2-3 års varighed, F.eks. Erhvervsakadem",Monthly,39600.0
537,101212,Male,29,DK02,Not applicable,"Kort videregående uddannelse af op til 2-3 års varighed, F.eks. Erhvervsakadem",Monthly,
538,101241,Female,49,DK05,Dansk Folkeparti - Danish People's Party,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",Monthly,19000.0
539,101251,Male,64,DK04,Dansk Folkeparti - Danish People's Party,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",Monthly,38000.0
540,101278,Female,20,DK02,Not applicable,Folkeskole 9.-10. klasse,Monthly,5000.0
541,101382,Male,28,DK02,Refusal,"Kort videregående uddannelse af op til 2-3 års varighed, F.eks. Erhvervsakadem",Monthly,40000.0
542,101564,Male,52,DK04,Socialdemokratiet - The Social democrats,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",Monthly,140000.0
543,101586,Male,59,DK02,Socialdemokratiet - The Social democrats,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",Monthly,100000.0
544,101596,Female,32,DK04,SF Socialistisk Folkeparti - Socialist People's Party,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",Monthly,
545,101599,Female,28,DK03,Dansk Folkeparti - Danish People's Party,Folkeskole 9.-10. klasse,Monthly,
546,101645,Female,74,DK03,"Venstre, Danmarks Liberale Parti - The Liberal Party","Kort videregående uddannelse af op til 2-3 års varighed, F.eks. Erhvervsakadem",Monthly,
547,101653,Female,56,DK03,Det Radikale Venstre - The Radical Liberal Party,"Kort videregående uddannelse af op til 2-3 års varighed, F.eks. Erhvervsakadem",Monthly,21500.0
548,101769,Male,58,DK03,Socialdemokratiet - The Social democrats,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",Monthly,
549,101814,Male,50,DK03,"Venstre, Danmarks Liberale Parti - The Liberal Party","Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",Monthly,40000.0
550,101823,Male,73,DK03,Socialdemokratiet - The Social democrats,"Kort videregående uddannelse af op til 2-3 års varighed, F.eks. Erhvervsakadem",Monthly,
551,101874,Female,24,DK04,Socialdemokratiet - The Social democrats,"Kort erhvervsuddannelse under 1-2 års varighed, F.eks. AMU Arbejdsmarkedsuddann",Monthly,24000.0
552,101906,Male,48,DK05,"Venstre, Danmarks Liberale Parti - The Liberal Party","Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",Monthly,40000.0
553,101909,Male,76,DK02,"Venstre, Danmarks Liberale Parti - The Liberal Party",Universitetsbachelor. 1. del af kandidatuddannelse,Not applicable,
554,102030,Female,63,DK02,"Venstre, Danmarks Liberale Parti - The Liberal Party","Kort videregående uddannelse af op til 2-3 års varighed, F.eks. Erhvervsakadem",Monthly,32000.0
555,102162,Female,72,DK05,Socialdemokratiet - The Social democrats,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",Monthly,
556,102231,Male,52,DK03,Socialdemokratiet - The Social democrats,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",Monthly,
557,102281,Male,65,DK02,Det Konservative Folkeparti - Conservative People's Party,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",Monthly,
558,102282,Male,28,DK02,Not applicable,"Kort erhvervsuddannelse under 1-2 års varighed, F.eks. AMU Arbejdsmarkedsuddann",Not applicable,
559,102303,Female,32,DK04,Enhedslisten - Unity List - The Red-Green Alliance,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",Monthly,31500.0
560,102328,Female,17,DK01,Not applicable,Folkeskole 9.-10. klasse,Monthly,600.0
561,102501,Male,71,DK01,Enhedslisten - Unity List - The Red-Green Alliance,Folkeskole 6.-8. klasse,Monthly,
562,102577,Female,70,DK01,Kristendemokraterne - Christian Democrats,"Kort erhvervsuddannelse under 1-2 års varighed, F.eks. AMU Arbejdsmarkedsuddann",Monthly,
563,102591,Male,41,DK04,Not applicable,"Lang videregående uddannelse. Kandidatuddannelser af 5.-6. års varighed, F.eks",Monthly,38000.0
564,102638,Male,46,DK02,"Venstre, Danmarks Liberale Parti - The Liberal Party","Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",Monthly,48000.0
565,102651,Male,18,DK02,Not applicable,Folkeskole 9.-10. klasse,Monthly,3500.0
566,102792,Male,74,DK03,"Venstre, Danmarks Liberale Parti - The Liberal Party","Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",Monthly,
567,102863,Female,52,DK04,"Venstre, Danmarks Liberale Parti - The Liberal Party","Lang videregående uddannelse. Kandidatuddannelser af 5.-6. års varighed, F.eks",Monthly,
568,102987,Female,44,DK01,Dansk Folkeparti - Danish People's Party,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",Monthly,31000.0
569,103100,Female,44,DK02,Det Konservative Folkeparti - Conservative People's Party,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",Monthly,30000.0
570,103153,Male,28,DK02,SF Socialistisk Folkeparti - Socialist People's Party,"Kort videregående uddannelse af op til 2-3 års varighed, F.eks. Erhvervsakadem",Annual,350000.0
571,103272,Female,58,DK01,Socialdemokratiet - The Social democrats,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",Monthly,
572,103492,Male,54,DK02,"Venstre, Danmarks Liberale Parti - The Liberal Party","Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",Monthly,27000.0
573,103502,Female,38,DK04,Liberal Alliance - Liberal Alliance,"Kort erhvervsuddannelse under 1-2 års varighed, F.eks. AMU Arbejdsmarkedsuddann",Not applicable,
574,103561,Male,59,DK04,Enhedslisten - Unity List - The Red-Green Alliance,Folkeskole 9.-10. klasse,Monthly,30000.0
